gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD4_S37_L002,53-CD4_S39_L002,55-CD4_S41_L002,56-CD4_S43_L002
ENSMUSG00000054717,Hmgb2,97165,high mobility group box 2,4828.142480916444,1.5682930855040205,0.15277239724969013,10.265552637370828,1.0074248594734107e-24,6.585200498091194e-22,2357,2447,7582,7145
ENSMUSG00000024590,Lmnb1,16906,lamin B1,3778.143507485123,1.3738011457369246,0.13479982295176898,10.191416543836759,2.1658502057320728e-24,1.3272600792001859e-21,2110,2036,5366,5818
ENSMUSG00000052837,Junb,16477,jun B proto-oncogene,19291.47262469438,1.5066172131688345,0.1488539560579799,10.121445563609972,4.438117284475586e-24,2.5597494102519486e-21,9173,10682,23424,35958
ENSMUSG00000031004,Mki67,17345,antigen identified by monoclonal antibody Ki 67,4187.795324310048,2.3134211110281844,0.23605815152555068,9.800217006180285,1.12344028150779e-22,6.119628866768822e-20,1543,1212,7968,6135
ENSMUSG00000034792,Gna15,14676,"guanine nucleotide binding protein, alpha 15",651.1938509524043,2.320225136176389,0.23703286685614125,9.78862200398803,1.260013361794531e-22,6.50233211178704e-20,222,206,1044,1186
ENSMUSG00000032528,Vipr1,22354,vasoactive intestinal peptide receptor 1,5289.5030251769895,-1.1041250892732164,0.11292266633806329,-9.77771004775721,1.403499850604231e-22,6.880658017587243e-20,6678,7589,3171,3743
ENSMUSG00000015437,Gzmb,14939,granzyme B,832.5690923680554,4.2653821033642245,0.4415125652156247,9.660839666660696,4.4222429587343545e-22,2.0647662957328736e-19,102,59,2087,1064
ENSMUSG00000040270,Bach2,12014,"BTB and CNC homology, basic leucine zipper transcription factor 2",3457.4011127369167,-1.3356289466895694,0.1387717854434458,-9.624643384255394,6.292481097687222e-22,2.8044444164919645e-19,5035,4720,1813,2233
ENSMUSG00000045573,Penk,18619,preproenkephalin,1069.3786971802242,1.992980395622722,0.20789730177598675,9.586369705606836,9.123888136131067e-22,3.8895531815115264e-19,438,408,1488,2053
ENSMUSG00000029401,Rilpl2,80291,Rab interacting lysosomal protein-like 2,1942.0153863194812,1.447665074491779,0.1524220695826077,9.49773926083055,2.1449629876957004e-21,8.763067539315143e-19,1038,1016,2628,3232
ENSMUSG00000032218,Ccnb2,12442,cyclin B2,595.5297336203203,2.4995299264294175,0.2636723676668238,9.479680971302317,2.5506167792634167e-21,1.000351900827112e-18,174,179,1063,1001
ENSMUSG00000023048,Prr13,66151,proline rich 13,3601.3197225689396,1.1986273197895445,0.12659707619690025,9.468048992895248,2.8511911231023944e-21,1.07522803700073e-18,2007,2313,4643,5701
ENSMUSG00000030189,Ybx3,56449,Y box protein 3,2131.484098175458,1.4285744811886751,0.15192031648670556,9.403445926297083,5.280474218339876e-21,1.917594433734166e-18,1168,1107,2951,3444
ENSMUSG00000031628,Casp3,12367,caspase 3,1819.8308432085605,1.4151676511896956,0.15090326666207798,9.377978903258079,6.7249403348783115e-21,2.354929999410066e-18,920,1041,2522,2923
ENSMUSG00000003545,Fosb,14282,FBJ osteosarcoma oncogene B,3300.797113244485,5.414025512857372,0.5783567042178036,9.36104911272629,7.894883297029778e-21,2.669287266461275e-18,199,96,5207,8230
ENSMUSG00000030677,Kif22,110033,kinesin family member 22,650.9522702898315,2.2202442843623564,0.24628336359540998,9.01499903180523,1.9687220266207027e-19,6.434439823671996e-17,203,252,1082,1112
ENSMUSG00000026622,Nek2,18005,NIMA (never in mitosis gene a)-related expressed kinase 2,257.28490201843005,3.290567344126965,0.37002630041833456,8.892793134992843,5.959169058517412e-19,1.884827503831072e-16,49,45,446,514
ENSMUSG00000020897,Aurkb,20877,aurora kinase B,339.36031994604764,3.1893371373144834,0.36094414963143917,8.83609594606568,9.91216581994882e-19,3.037149558268693e-16,52,81,629,621
ENSMUSG00000079018,Ly6c1,17067,"lymphocyte antigen 6 complex, locus C1",829.9504636781177,-1.9060246995209655,0.22113060827663608,-8.619452161667796,6.727519975499029e-18,1.998888889689939e-15,1356,1223,340,378
ENSMUSG00000079017,Ifi27l2a,76933,"interferon, alpha-inducible protein 27 like 2A",6267.992504303995,1.1066513097040684,0.12862171433509173,8.603922871226588,7.703675921742496e-18,2.221604188608387e-15,3699,4154,8672,8844
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,3600.809292286006,1.3275851955258893,0.15712699186389215,8.449122456795209,2.935004993769971e-17,8.222206846832735e-15,2060,1983,5326,5191
ENSMUSG00000027330,Cdc25b,12531,cell division cycle 25B,2931.5130912644536,1.3621929519755605,0.16188234614573044,8.414709722265089,3.938690155628305e-17,1.0437528912415009e-14,1563,1678,4408,4205
ENSMUSG00000048327,Ckap2l,70466,cytoskeleton associated protein 2-like,291.0866184210537,2.9676921554626796,0.3526029132967516,8.41652761094762,3.8780764013955506e-17,1.0437528912415009e-14,67,63,529,526
ENSMUSG00000027469,Tpx2,72119,"TPX2, microtubule-associated",696.8960109417893,2.4178343729456073,0.2878127928508269,8.400718915224761,4.437534436284289e-17,1.145000661783354e-14,252,179,1189,1213
ENSMUSG00000050335,Lgals3,16854,"lectin, galactose binding, soluble 3",427.0607570644531,2.942509488073786,0.3520553982055045,8.358086548515757,6.374367628725984e-17,1.6025813999912378e-14,111,82,828,707
ENSMUSG00000074476,Spc24,67629,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)",277.47742139554424,3.672113911116554,0.443765828779902,8.274891109152618,1.2857306428505314e-16,3.151647238287365e-14,51,28,536,514
ENSMUSG00000018819,Lsp1,16985,lymphocyte specific 1,21736.99208326244,0.7668419498449389,0.09344938769119174,8.205960132976015,2.287553211583953e-16,5.470599814531868e-14,15729,16011,25429,31011
ENSMUSG00000002055,Spag5,54141,sperm associated antigen 5,392.6133682354381,2.5743988280471832,0.31631426778743044,8.138737610714516,3.994205372454419e-16,9.324567542122757e-14,121,101,684,691
ENSMUSG00000036768,Kif15,209737,kinesin family member 15,508.65391756016936,2.3881578572741344,0.2958057131648121,8.073400042627103,6.836714857634353e-16,1.5589299809094146e-13,172,149,907,833
ENSMUSG00000030867,Plk1,18817,polo like kinase 1,531.320238567899,2.09688921368099,0.26009134340406015,8.06212612168105,7.49787832989499e-16,1.6708340232868268e-13,198,199,874,888
ENSMUSG00000096210,H1f0,14958,H1.0 linker histone,1282.7089874157846,1.4528537116326345,0.18216273333904903,7.9755814210831,1.5166513251411752e-15,3.304614720668716e-13,687,666,1683,2201
ENSMUSG00000021591,Glrx,93692,glutaredoxin,2021.3945562927452,1.6787248525649996,0.21069169517257563,7.967684019011625,1.6167560933461415e-15,3.4461507598388947e-13,995,899,3353,2908
ENSMUSG00000035042,Ccl5,20304,chemokine (C-C motif) ligand 5,2653.118750542331,2.0365744971936675,0.2571677257041098,7.9192460547592,2.3895506366911354e-15,4.985009360160975e-13,1132,911,4981,3629
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,8355.613407651266,1.3657868594948621,0.17360563904231338,7.867180277260321,3.627237685232894e-15,7.409388646605944e-13,4619,4591,13230,11217
ENSMUSG00000005087,Cd44,12505,CD44 antigen,4719.261164367914,1.011108656624467,0.12860560053149286,7.862088839411525,3.777799341509415e-15,7.559453580306085e-13,3048,3126,6322,6598
ENSMUSG00000033350,Chst2,54371,carbohydrate sulfotransferase 2,1222.6935875453926,1.829419791271405,0.23312400428575877,7.8474106382839,4.247148330881882e-15,8.32865787685937e-13,604,450,1785,2146
ENSMUSG00000079071,Slc28a2b,381417,solute carrier family 28 member 2b,2843.8617757941593,-1.238852362776539,0.15985617063136545,-7.749793817051835,9.204187411105063e-15,1.769550148350689e-12,3540,4364,1716,1748
ENSMUSG00000034906,Ncaph,215387,"non-SMC condensin I complex, subunit H",519.7967714443324,2.179954648058772,0.2821677568423639,7.725739724672467,1.112056454020377e-14,2.096867986859576e-12,194,176,893,844
ENSMUSG00000018983,E2f2,242705,E2F transcription factor 2,2085.650286732654,1.2272001036915023,0.16007366384478328,7.666471012255125,1.767930970636967e-14,3.270672295678389e-12,1119,1350,2898,3094
ENSMUSG00000026728,Vim,22352,vimentin,22769.216725186598,0.8473211747213701,0.11150031434738814,7.59927162251286,2.9780212713949525e-14,5.4073145492643534e-12,16019,16061,25895,34669
ENSMUSG00000031246,Sh3bgrl,56726,SH3-binding domain glutamic acid-rich protein like,1945.4232371406947,1.129952351874388,0.1496146654850699,7.5524170589222495,4.2725373424562836e-14,7.61676884414252e-12,1173,1235,2618,2862
ENSMUSG00000020279,Il9r,16199,interleukin 9 receptor,577.2687911138345,2.30176048743775,0.3055590808239069,7.532947413087192,4.960759393065924e-14,8.685758187323462e-12,223,159,826,1164
ENSMUSG00000043004,Gng2,14702,"guanine nucleotide binding protein (G protein), gamma 2",2163.500308200696,1.0952450611332918,0.1455200685419858,7.526419359933775,5.21506625434674e-14,8.970828881380665e-12,1363,1357,2850,3205
ENSMUSG00000023034,Nr4a1,15370,"nuclear receptor subfamily 4, group A, member 1",3407.9263054244107,1.3506784855279492,0.1796230524509221,7.519516382213754,5.497922953500623e-14,9.294333544667865e-12,2037,1739,4161,6000
ENSMUSG00000024074,Crim1,50766,cysteine rich transmembrane BMP regulator 1 (chordin like),1301.61423759605,-1.3208807618789846,0.17656013536702742,-7.481194773288891,7.364992698032568e-14,1.2239619221052428e-11,1870,1793,713,817
ENSMUSG00000040204,Pclaf,68026,PCNA clamp associated factor,980.7768419334029,2.7830767413317083,0.3721951218667295,7.477467000032941,7.57687852492301e-14,1.2381882322811684e-11,331,154,1790,1704
ENSMUSG00000057666,Gapdh,14433,glyceraldehyde-3-phosphate dehydrogenase,35139.86424494704,0.837088995692128,0.1126872246627589,7.428428539235919,1.0989542494079636e-13,1.7664338385975544e-11,23325,26514,39545,53745
ENSMUSG00000099974,Bcl2a1d,12047,B cell leukemia/lymphoma 2 related protein A1d,460.78148758478955,2.0563482493774234,0.27723231872753307,7.4174189315872106,1.1942474054129645e-13,1.8886444854958253e-11,179,173,753,767
ENSMUSG00000029822,Osbpl3,71720,oxysterol binding protein-like 3,737.1770627178287,2.1621590698665267,0.291741484988083,7.411215686225928,1.2514685455169014e-13,1.947722077586225e-11,310,218,1251,1209
ENSMUSG00000001025,S100a6,20200,S100 calcium binding protein A6 (calcyclin),2621.4749336348677,1.9796364165403673,0.2680214845366062,7.38611093048397,1.5118567406897723e-13,2.3162117722598776e-11,1312,761,3954,4654
ENSMUSG00000026483,Niban1,63913,niban apoptosis regulator 1,2407.2448057706615,1.143999917915151,0.1550344652926049,7.379003860567509,1.5947820783378755e-13,2.4056674274004413e-11,1546,1407,3161,3656
ENSMUSG00000040084,Bub1b,12236,"BUB1B, mitotic checkpoint serine/threonine kinase",625.1138653607969,1.8235975503077293,0.24873617027633235,7.331453034280505,2.276706125999468e-13,3.3822884190037556e-11,255,289,1008,983
ENSMUSG00000019942,Cdk1,12534,cyclin-dependent kinase 1,351.7563424049746,2.868019326493952,0.3916795175668193,7.32236228309967,2.4364330901284747e-13,3.5655561863745814e-11,102,64,659,601
ENSMUSG00000025574,Tk1,21877,thymidine kinase 1,435.99233935829375,2.167926603132869,0.29852782493293156,7.262058749866696,3.812425322486071e-13,5.4971809245552826e-11,173,139,668,801
ENSMUSG00000012443,Kif11,16551,kinesin family member 11,878.6067345857433,2.2989201631379483,0.3168311544523997,7.25597887338865,3.9876732673660016e-13,5.666541505293282e-11,340,242,1673,1280
ENSMUSG00000047945,Marcksl1,17357,MARCKS-like 1,1060.9913075440263,1.3900411915844038,0.19189046351344444,7.24393055357341,4.3586466236601203e-13,6.105218592141069e-11,589,566,1397,1774
ENSMUSG00000011179,Odc1,18263,"ornithine decarboxylase, structural 1",3409.1825230991053,1.2334617650799216,0.17247874441929265,7.151384184948603,8.590718378541409e-13,1.1863661084732185e-10,1995,2017,5113,4627
ENSMUSG00000068227,Il2rb,16185,"interleukin 2 receptor, beta chain",12052.626812691675,0.7280537970536064,0.10216797240746309,7.126047232786466,1.0329228446772192e-12,1.406640068341685e-10,8909,8986,14565,16308
ENSMUSG00000005470,Asf1b,66929,anti-silencing function 1B histone chaperone,684.3459742955778,1.717453556300859,0.2422094174399101,7.09077943563835,1.3335874606276667e-12,1.7912089111581193e-10,302,328,1094,1048
ENSMUSG00000020644,Id2,15902,inhibitor of DNA binding 2,3087.2309181463725,0.932195169047117,0.13209472664711974,7.057020311926608,1.701107664017908e-12,2.2239147527594114e-10,1935,2262,3846,4490
ENSMUSG00000026989,Dapl1,76747,death associated protein-like 1,2370.4309438653795,-1.3645924812235355,0.19332111573503133,-7.05868304160765,1.6808798036821187e-12,2.2239147527594114e-10,3296,3443,1056,1708
ENSMUSG00000030122,Ptms,69202,parathymosin,4084.504197779496,0.8822281012960823,0.12639749914239976,6.979790797143556,2.9561993342312632e-12,3.8138861147549394e-10,2842,2823,4816,6118
ENSMUSG00000015880,Ncapg,54392,"non-SMC condensin I complex, subunit G",435.6684719458562,2.464199938939011,0.35466404152692516,6.947983585620803,3.705441038783985e-12,4.718421998087919e-10,140,123,854,636
ENSMUSG00000026009,Icos,54167,inducible T cell co-stimulator,3969.962234495215,1.2454726970394872,0.18048973277912625,6.90051826141064,5.1813160022239806e-12,6.513179923308479e-10,2424,2213,5991,5375
ENSMUSG00000029505,Ep400,75560,E1A binding protein p400,7522.831682453688,-0.7458499457347155,0.1085228314423685,-6.872746829599651,6.297727862902898e-12,7.816357176678851e-10,8739,9883,5451,6093
ENSMUSG00000040663,Clcf1,56708,cardiotrophin-like cytokine factor 1,2496.453322345422,-1.0089717988371278,0.1470181894172848,-6.862904534712654,6.747432138966065e-12,8.269821515320284e-10,3189,3394,1667,1727
ENSMUSG00000023927,Satb1,20230,special AT-rich sequence binding protein 1,17062.05509592622,-0.7387742013557319,0.10879967486429307,-6.790224348346743,1.1195930237343048e-11,1.3552604441623282e-9,19319,22873,11652,14744
ENSMUSG00000078671,Chd2,244059,chromodomain helicase DNA binding protein 2,7267.576294005329,-0.8428970318851751,0.12417221040835033,-6.788129397980757,1.1359674618958574e-11,1.358312312669376e-9,9423,8962,5131,5540
ENSMUSG00000000538,Tom1l2,216810,target of myb1-like 2 (chicken),251.72123100079108,-2.857669594975912,0.42113997402726927,-6.785557703413058,1.1563891901255676e-11,1.3660718083350831e-9,418,456,42,86
ENSMUSG00000037419,Endod1,71946,endonuclease domain containing 1,1746.4715399679799,1.3116816501977162,0.19396406130620383,6.762498379155988,1.3563219699857835e-11,1.5831829661560248e-9,1065,908,2178,2978
ENSMUSG00000021485,Mxd3,17121,Max dimerization protein 3,226.35467848518326,3.168737268934288,0.46933027266462746,6.751614914895111,1.4620851448654083e-11,1.6865582171065093e-9,50,39,482,339
ENSMUSG00000005506,Celf1,13046,"CUGBP, Elav-like family member 1",1361.996938487477,-2.271203761135363,0.33661148156321674,-6.747255769731739,1.5066754829757302e-11,1.7177852454159343e-9,2594,1829,580,358
ENSMUSG00000025747,Tyms,22171,thymidylate synthase,322.5104568217893,2.1601879168224616,0.3229675351073966,6.688560557964852,2.2537638231809648e-11,2.5191677357943846e-9,108,125,537,541
ENSMUSG00000041390,Mdfic,16543,MyoD family inhibitor domain containing,582.1026425940053,2.8062144688753627,0.41958357556663156,6.688094177865941,2.260956254461049e-11,2.5191677357943846e-9,129,159,1343,685
ENSMUSG00000020901,Pik3r5,320207,phosphoinositide-3-kinase regulatory subunit 5,6778.753335496513,-0.7159818179328729,0.10724931184219237,-6.675863981172906,2.4577984782792922e-11,2.7077206830930855e-9,8075,8558,4700,5886
ENSMUSG00000021939,Ctsb,13030,cathepsin B,8324.075559571069,0.7746400199115868,0.11680720189318491,6.631783035261484,3.3165584307785534e-11,3.6132061570870794e-9,6210,5889,10104,11490
ENSMUSG00000020515,Cnot8,69125,"CCR4-NOT transcription complex, subunit 8",191.65544963911984,3.129914438673353,0.4728421023732014,6.6193649486039146,3.607452430870252e-11,3.844681639639436e-9,48,29,308,403
ENSMUSG00000044037,Als2cl,235633,ALS2 C-terminal like,17608.262089362397,-0.8792302593436542,0.1328096014544102,-6.620231140784419,3.5863764413498574e-11,3.844681639639436e-9,20368,24761,12724,12625
ENSMUSG00000003779,Kif20a,19348,kinesin family member 20A,601.3597405892422,2.1964577653644435,0.33261021899942017,6.603698984270451,4.010234003307318e-11,4.227994021766479e-9,254,168,1066,942
ENSMUSG00000044770,Scml4,268297,Scm polycomb group protein like 4,4194.129801831695,-0.8421915143865017,0.1275962679262277,-6.60044002911928,4.0993919313060616e-11,4.276014668771908e-9,5071,5562,2994,3161
ENSMUSG00000089929,Bcl2a1b,12045,B cell leukemia/lymphoma 2 related protein A1b,891.1819813019732,1.2963420619607466,0.19669005205460202,6.5907861044282825,4.375038193219335e-11,4.515499945738482e-9,477,542,1187,1422
ENSMUSG00000033209,Ttc28,209683,tetratricopeptide repeat domain 28,1151.7794305103162,-1.3097485653738647,0.20059852654923335,-6.529203319209875,6.612044382631915e-11,6.753239080386034e-9,1634,1602,566,807
ENSMUSG00000074607,Tox2,269389,TOX high mobility group box family member 2,1222.9202312340904,1.8603060850018311,0.2861551350843917,6.501040369075317,7.976642085849363e-11,8.062987180593092e-9,631,403,2011,1900
ENSMUSG00000040268,Plekha1,101476,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",792.60948313265,-1.4735715241687832,0.22714057365218146,-6.487487023895834,8.727985417623923e-11,8.732438471408425e-9,1115,1186,354,517
ENSMUSG00000043535,Setx,269254,senataxin,9939.342120015945,-0.7278753771279132,0.112253497446571,-6.4842111264672,8.919724552439583e-11,8.834131236027284e-9,11969,12487,7466,7868
ENSMUSG00000056737,Capg,12332,"capping protein (actin filament), gelsolin-like",1431.1339732557176,1.508802886996857,0.23407435237157745,6.445827454866704,1.1497140411279047e-10,1.1272946173259106e-8,848,612,1963,2403
ENSMUSG00000024277,Mapre2,212307,"microtubule-associated protein, RP/EB family, member 2",2183.691170661855,0.9228255376266714,0.14409953293629327,6.404084168924092,1.5127464622147566e-10,1.4685622833678899e-8,1467,1508,2792,3077
ENSMUSG00000004105,Angptl2,26360,angiopoietin-like 2,1712.314442171341,1.417729006675684,0.22214212968379232,6.382080736750598,1.7469781113272305e-10,1.6793255276042643e-8,1056,774,2392,2730
ENSMUSG00000021453,Gadd45g,23882,growth arrest and DNA-damage-inducible 45 gamma,350.02376266975875,1.9068126844993445,0.29935174026853306,6.369806578671769,1.8926673417157093e-10,1.8017090568468478e-8,140,151,503,638
ENSMUSG00000023903,Mmp25,240047,matrix metallopeptidase 25,124.35741818971469,3.7607799069198773,0.5914248308163539,6.358846823743954,2.0327398246222607e-10,1.9164436519635836e-8,11,23,196,285
ENSMUSG00000064367,ND5,17721,NADH dehydrogenase subunit 5,62035.04595610971,-0.7276958972949445,0.1145508509398422,-6.352601410853797,2.1170376721501695e-10,1.9769099405173725e-8,70651,82268,40944,55783
ENSMUSG00000012889,Podnl1,244550,podocan-like 1,1816.1563290426095,1.2461350304032133,0.19644888425246043,6.343304189001043,2.2488875989764945e-10,2.0802210290532573e-8,1072,1051,2733,2469
ENSMUSG00000026605,Cenpf,108000,centromere protein F,462.848756793032,2.287326974365591,0.3616090047989149,6.3254148652562945,2.525531189616733e-10,2.3142834873076697e-8,159,151,917,630
ENSMUSG00000032220,Myo1e,71602,myosin IE,779.5242361829844,1.6507696052661818,0.26196580620529925,6.301469757364038,2.948363164039724e-10,2.6767315577231015e-8,368,375,927,1541
ENSMUSG00000041849,Card6,239319,"caspase recruitment domain family, member 6",4001.21447979652,-0.8127522777745713,0.1291480410897752,-6.29318316341786,3.110209756014905e-10,2.797762078690472e-8,5142,4905,2733,3244
ENSMUSG00000058290,Espl1,105988,"extra spindle pole bodies 1, separase",348.9687739754689,2.3717578825812944,0.3777769964193021,6.278195615565839,3.425248031474768e-10,3.0531415407827366e-8,124,98,663,521
ENSMUSG00000043099,Hic1,15248,hypermethylated in cancer 1,358.645411282934,1.8453606223592443,0.29429301133135244,6.27048740984713,3.5991965336409234e-10,3.1792902713828156e-8,153,155,530,625
ENSMUSG00000072082,Ccnf,12449,cyclin F,368.9875954838935,2.192297343375622,0.34996788559115927,6.264281477348797,3.7454838799634576e-10,3.2789704859858663e-08,117,145,680,547
ENSMUSG00000075595,Zfp652,268469,zinc finger protein 652,3432.5096670545304,-0.853757062571953,0.1369638072340638,-6.233450134114102,4.5627264202430415e-10,3.959073677033896e-8,4458,4249,2382,2639
ENSMUSG00000003206,Ebi3,50498,Epstein-Barr virus induced gene 3,304.56663696026607,2.240091628000484,0.3634388848166847,6.16359922282495,7.110978527643338e-10,6.116065303819555e-8,118,91,523,503
ENSMUSG00000056413,Adap1,231821,ArfGAP with dual PH domains 1,497.9726409826599,1.9254819649086397,0.31454641144202183,6.121455832483883,9.272422255510153e-10,7.9057478448067e-8,240,167,759,861
ENSMUSG00000005824,Tnfsf14,50930,"tumor necrosis factor (ligand) superfamily, member 14",684.6328122564644,1.526372440472878,0.250178683393367,6.1011290801019005,1.0532180821209731e-9,8.902416633789777e-8,374,320,1027,1053
ENSMUSG00000026864,Hspa5,14828,heat shock protein 5,13769.154089849622,0.7090346596637004,0.11624075189940966,6.0997081322845546,1.0626231442773343e-9,8.905145239007918e-8,10675,9909,15819,19408
ENSMUSG00000021266,Wars1,22375,tryptophanyl-tRNA synthetase1,391.68565324340017,2.6184514413944906,0.4295686376551902,6.095536805683406,1.0907081251006311e-9,9.063045056450583e-8,83,135,441,981
ENSMUSG00000038056,Kmt2c,231051,lysine (K)-specific methyltransferase 2C,3219.2226148748023,-0.7825118733419156,0.12868934425785664,-6.080626782696053,1.1971365002640418e-9,9.863801163940278e-8,4028,3999,2253,2616
ENSMUSG00000053746,Ptrh1,329384,peptidyl-tRNA hydrolase 1 homolog,240.3913946446223,2.320036783084512,0.38328621490538145,6.053013891087211,1.4216060330900336e-9,1.1519708392105604e-7,66,93,354,475
ENSMUSG00000011752,Pgam1,18648,phosphoglycerate mutase 1,3044.778454574714,0.8002731261996082,0.13233320179281627,6.04740998749908,1.4719285304965319e-9,1.1829720689769258e-7,2044,2346,3556,4424
ENSMUSG00000038393,Txnip,56338,thioredoxin interacting protein,8599.419940405596,-0.891925195716574,0.1476953174417861,-6.038953781104977,1.5511666369904738e-9,1.2365194207879347e-7,10336,11749,5007,7512
ENSMUSG00000027379,Bub1,12235,"BUB1, mitotic checkpoint serine/threonine kinase",186.59408579983605,2.5673329001780623,0.4260830215061148,6.025428779356368,1.6866187704673544e-9,1.3336529874542266e-7,57,49,325,328
ENSMUSG00000026011,Ctla4,12477,cytotoxic T-lymphocyte-associated protein 4,2076.845649660643,0.9864468262389944,0.16378562477708714,6.02279246168003,1.714332098217677e-9,1.344722097841946e-7,1239,1517,2749,2908
ENSMUSG00000017499,Cdc6,23834,cell division cycle 6,219.97952452336696,2.9594196125651893,0.4922392436090699,6.012156996802804,1.8307089357696673e-9,1.424611199620761e-7,30,70,344,463
ENSMUSG00000039232,Stx11,74732,syntaxin 11,854.9831784941717,1.6663532308247315,0.27754958263186014,6.003803770928278,1.9274763364534216e-9,1.4881027936162047e-7,476,327,1285,1381
ENSMUSG00000039976,Tbc1d16,207592,"TBC1 domain family, member 16",690.7496922509295,-1.698149683068344,0.2829222781528393,-6.002177326420988,1.9468890255764533e-9,1.4913474137325878e-7,938,1152,248,432
ENSMUSG00000027652,Ralgapb,228850,"Ral GTPase activating protein, beta subunit (non-catalytic)",3151.033170516415,-0.9446271041243526,0.15761847367316725,-5.993124296350578,2.0584739320637893e-9,1.552564377221958e-7,3937,4250,2248,2150
ENSMUSG00000043336,Filip1l,78749,filamin A interacting protein 1-like,2008.8329045376013,-0.9326471996733158,0.15559492208066963,-5.994072217792405,2.046504188323995e-9,1.552564377221958e-7,2584,2615,1380,1450
ENSMUSG00000015243,Abca1,11303,"ATP-binding cassette, sub-family A (ABC1), member 1",371.38320387377723,-2.058870515320885,0.34364436556129907,-5.991282621375105,2.081924711709687e-9,1.5582650227720215e-7,486,702,154,139
ENSMUSG00000025473,Adam8,11501,a disintegrin and metallopeptidase domain 8,191.9433268181414,3.307411598318196,0.5526925060930743,5.984180284436899,2.174823224499197e-9,1.6154652815314111e-7,42,27,438,260
ENSMUSG00000006494,Pdk1,228026,"pyruvate dehydrogenase kinase, isoenzyme 1",7192.752650854582,-0.827882851317367,0.13877032689736377,-5.965849254860366,2.4336488977980434e-9,1.7807408539484936e-7,7894,10331,4838,5843
ENSMUSG00000079227,Ccr5,12774,chemokine (C-C motif) receptor 5,497.4041922461378,2.745890462242368,0.46017832054080593,5.967013958883094,2.4163474466887917e-9,1.7807408539484936e-7,149,104,1150,572
ENSMUSG00000050592,Fam78a,241303,"family with sequence similarity 78, member A",13992.315991677668,-0.563464698448001,0.09481622373408366,-5.942703434680787,2.80359385527937e-9,2.036239833408461e-7,15895,17054,10430,12860
