gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,55-CD8_S42_L002,56-CD8_S44_L002,57-CD8-B_S47_L002,58-CD8-B_S51_L002,60-CD8-B_S55_L002
ENSMUSG00000028745,Capzb,12345,capping actin protein of muscle Z-line subunit beta,142.71861350509712,-2.811913245504716,0.5991979494229585,-4.692795174303674,2.6949728210648328e-6,0.0012652188191525425,304,481,32,22,55
ENSMUSG00000035202,Lars2,102436,"leucyl-tRNA synthetase, mitochondrial",138816.54546428708,1.2088566179872091,0.2601060032258825,4.647553701163168,3.3589466586447778e-6,0.0014267525807195912,132181,77158,170477,140968,136208
ENSMUSG00000067149,Jchain,16069,immunoglobulin joining chain,171.71372333830425,3.731692323066391,0.8012443279705231,4.6573712821386435,3.202725411460338e-6,0.0014267525807195912,30,25,200,330,93
ENSMUSG00000076609,Igkc,16071,immunoglobulin kappa constant,837.3318520470233,2.8079383146688377,0.6078351924111935,4.619571801247894,3.845327963188339e-6,0.0015591057014381808,228,259,1307,1344,366
ENSMUSG00000024014,Pim1,18712,proviral integration site 1,6588.168778466879,0.8788777636453885,0.1917599287372485,4.58321907727467,4.578718837131402e-6,0.0017757466098787874,5327,6400,7343,4691,8819
ENSMUSG00000021277,Traf3,22031,TNF receptor-associated factor 3,1374.8352470457771,1.7155923021802673,0.3761442372028578,4.560995842812909,5.091158911098631e-6,0.0017941680123326376,566,981,2071,820,2183
ENSMUSG00000032328,Tmem30a,69981,transmembrane protein 30A,453.88403031405534,-1.3775681361883116,0.3024061043473634,-4.555358229825767,5.229637704108585e-6,0.0017941680123326376,923,1005,290,152,279
ENSMUSG00000076752,Trgc2,107574,"T cell receptor gamma, constant 2",1439.9199013966422,2.1747918100915875,0.47594695147818505,4.569399600810908,4.891234079046943e-6,0.0017941680123326376,729,517,1798,652,3225
ENSMUSG00000076755,Trgv1,21632,"T cell receptor gamma, variable 1",107.98075734095661,3.2867940459704,0.7251097258500285,4.532823004294103,5.820058101344919e-6,0.0019227747505183956,14,32,139,80,225
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,1054.7118543301317,1.3527029807919873,0.30371116025481953,4.45391265720049,8.431941301234523e-6,0.0026861755859647124,824,642,1039,1130,1282
ENSMUSG00000003032,Klf4,16600,Kruppel-like factor 4 (gut),2663.7057387038462,1.408028457815164,0.31837407666675105,4.422560004120491,9.753824817959243e-6,0.003000141978489533,1475,2097,2497,2134,4498
ENSMUSG00000019256,Ahr,11622,aryl-hydrocarbon receptor,372.7052157306527,1.4628856316846173,0.33141510472784613,4.414058414404257,1.0145056538371195e-5,0.003016463477409035,250,237,485,272,547
ENSMUSG00000091575,2010016I18Rik,69206,RIKEN cDNA 2010016I18 gene,1088.5912866393005,-0.9373603462760837,0.2146827608196188,-4.366258113587772,1.2639311188806393e-5,0.0036368598646500977,2056,2035,687,524,822
ENSMUSG00000026826,Nr4a2,18227,"nuclear receptor subfamily 4, group A, member 2",1145.682166268704,1.9577199438533142,0.4561907510442016,4.291450318473522,1.7750992094283717e-5,0.004948089046281586,637,491,2435,527,1480
ENSMUSG00000022533,Atp13a3,224088,ATPase type 13A3,1188.9615351607836,2.3988305302623365,0.5642505646715905,4.25135689790319,2.124792563437405e-5,0.005743378686624743,268,619,1213,1983,893
ENSMUSG00000029635,Cdk8,264064,cyclin-dependent kinase 8,440.2596419546019,1.979399344665527,0.473519996998469,4.180181105787444,2.9127702284731156e-5,0.007641738364111822,232,195,375,607,523
ENSMUSG00000005483,Dnajb1,81489,DnaJ heat shock protein family (Hsp40) member B1,558.6972590910082,1.1445125999453367,0.27536638982475686,4.156326415412224,3.2340567976399384e-5,0.008112803991672876,463,406,688,408,760
ENSMUSG00000024130,Abca3,27410,"ATP-binding cassette, sub-family A (ABC1), member 3",168.96692747183965,3.940725345859113,0.9502059352596455,4.147232930914394,3.365176543631125e-5,0.008112803991672876,19,28,383,26,355
ENSMUSG00000062591,Tubb4a,22153,"tubulin, beta 4A class IVA",182.60545253530967,1.8941682465725336,0.45612871961539236,4.152705508589102,3.28567457077676e-5,0.008112803991672876,91,95,199,171,287
ENSMUSG00000052684,Jun,16476,jun proto-oncogene,18412.460853852237,0.8057553945992673,0.19674380352367155,4.095455003757318,4.213400585977033e-5,0.00989040348076714,15035,18955,19656,13066,24684
ENSMUSG00000055170,Ifng,15978,interferon gamma,2267.897049185144,1.8405569219530966,0.45353665289651524,4.058231920614059,4.944565084130658e-5,0.011309107833447556,1409,985,2962,958,4751
ENSMUSG00000034021,Pds5b,100710,PDS5 cohesin associated factor B,1072.3282418912206,-0.9861591679885993,0.24633080086159376,-4.003393666319032,6.244027260545789e-5,0.013584566625382547,1858,2224,647,509,807
ENSMUSG00000048490,Nrip1,268903,nuclear receptor interacting protein 1,1560.1541768476795,0.7442085813438077,0.18576608442193582,4.00615959398415,6.171395880626707e-5,0.013584566625382547,1504,1474,1794,1098,1916
ENSMUSG00000024190,Dusp1,19252,dual specificity phosphatase 1,10391.873853142306,0.9952966428207585,0.2504007826602718,3.9748144244865036,7.043415441942535e-5,0.014920198773296797,7505,9901,9909,7909,15549
ENSMUSG00000044786,Zfp36,22695,zinc finger protein 36,19339.88227527325,0.7652504389886495,0.19276667940072867,3.969827365225428,7.192472502822447e-5,0.014920198773296797,16493,19953,18880,15121,25073
ENSMUSG00000021519,Mterf3,66410,mitochondrial transcription termination factor 3,318.35280404236096,1.3138395200478585,0.3319554711774677,3.9578787943683653,7.561830991512365e-5,0.015329893737338705,224,227,434,282,350
ENSMUSG00000029283,Cdc7,12545,cell division cycle 7 (S. cerevisiae),141.09381588732572,-2.1865873435505145,0.5546237921363105,-3.9424694262180418,8.064693348119286e-5,0.015638492318526962,356,356,53,26,75
ENSMUSG00000033287,Kctd17,72844,potassium channel tetramerisation domain containing 17,238.16771366645656,1.8616419432416946,0.47190872591022254,3.944919517330263,7.982678531496307e-5,0.015638492318526962,163,86,373,182,321
ENSMUSG00000056692,Ilrun,224647,inflammation and lipid regulator with UBA-like and NBR1-like domains,409.49652778994187,-2.0340563772264173,0.5191623994795629,-3.917957809089156,8.930233154683757e-5,0.016948442497825345,885,1118,210,158,83
ENSMUSG00000022043,Trim35,66854,tripartite motif-containing 35,75.97430601950654,3.4053465898448363,0.8732867236990435,3.8994599338697884,9.640748834114118e-5,0.017915724916728736,11,19,172,82,50
ENSMUSG00000035283,Adrb1,11554,"adrenergic receptor, beta 1",93.44232943103366,2.4591697940380075,0.6324919628571734,3.8880648900724872,1.0104661527484574e-4,0.018394608331665795,41,27,170,80,111
ENSMUSG00000021250,Fos,14281,FBJ osteosarcoma oncogene,28232.720468363612,1.1425126816978515,0.29442339893520686,3.8805091097711357,1.042380403889559e-4,0.018596066405389734,17362,26344,25219,22100,45491
ENSMUSG00000024675,Ms4a4c,64380,"membrane-spanning 4-domains, subfamily A, member 4C",327.2866819594919,-1.232645449043125,0.31931738421036554,-3.8602516179672226,1.1327032696752717e-4,0.019104634677437452,704,636,217,140,186
ENSMUSG00000036817,Sun1,77053,Sad1 and UNC84 domain containing 1,902.5294632748711,1.8663508541175202,0.48343165487784945,3.8606302158452954,1.1309495020174137e-4,0.019104634677437452,729,216,1066,849,1322
ENSMUSG00000097415,AU020206,108167440,expressed sequence AU020206,3424.8888572456535,0.8069741026795757,0.20907547224096512,3.8597263181092627,1.135140849668369e-4,0.019104634677437452,3445,2900,4125,2180,4506
ENSMUSG00000001270,Ckb,12709,"creatine kinase, brain",183.83721561153118,1.702764323202774,0.44238006216583575,3.8490982501929665,1.1855345222749745e-4,0.01922721443398686,98,111,233,193,211
ENSMUSG00000026358,Rgs1,50778,regulator of G-protein signaling 1,2565.93023498814,1.2289922380371017,0.3190743776644745,3.8517421769586884,1.1728046629857183e-4,0.01922721443398686,2043,1771,4524,1455,2905
ENSMUSG00000039953,Clstn1,65945,calsyntenin 1,1105.5424765553985,0.7803807494891313,0.20392447469509636,3.8268126013610693,1.298132653067888e-4,0.020677398688152784,1079,995,1329,776,1331
ENSMUSG00000003882,Il7r,16197,interleukin 7 receptor,9361.722268169666,0.5695147296950899,0.15079486369182055,3.7767515136258694,1.5888710514014252e-4,0.02486443820789599,8847,10567,10527,6820,10271
ENSMUSG00000015968,Cacna1d,12289,"calcium channel, voltage-dependent, L type, alpha 1D subunit",71.38095646462453,2.869339425269277,0.7627569162557314,3.7618006000581015,1.6869451631730474e-4,0.02594405319914411,19,21,79,54,153
ENSMUSG00000002550,Uck1,22245,uridine-cytidine kinase 1,534.6170289880789,1.898405231359032,0.5122009211437133,3.7063682492409606,2.1025253106351455e-4,0.029775652844474053,187,353,408,676,753
ENSMUSG00000027198,Ext2,14043,exostosin glycosyltransferase 2,112.99850843404582,-2.0946399354503007,0.5649081647063783,-3.7079300075951807,2.0896039045718525e-4,0.029775652844474053,256,304,46,25,57
ENSMUSG00000035629,Rubcn,100502698,"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein",308.98493540078414,2.9300278424374255,0.7897730732045283,3.709961686271157,2.0729061550557064e-4,0.029775652844474053,124,44,462,522,126
ENSMUSG00000041769,Ppp2r2d,52432,"protein phosphatase 2, regulatory subunit B, delta",249.74951153445497,3.3537245802525404,0.9039564983061505,3.71005085591708,2.072176175558951e-4,0.029775652844474053,67,36,56,414,445
ENSMUSG00000044468,Tent5c,74645,terminal nucleotidyltransferase 5C,2123.6808973289667,0.7080010192945939,0.19102572762005204,3.7063123806171268,2.1029889340828085e-4,0.029775652844474053,2311,1824,2656,1527,2301
ENSMUSG00000029657,Hsph1,15505,heat shock 105kDa/110kDa protein 1,5000.422411032785,0.6614025990985082,0.1791434254940574,3.6920283134836476,2.224726904118096e-4,0.031007131226145963,5642,4320,5162,4065,5632
ENSMUSG00000021012,Zc3h14,75553,zinc finger CCCH type containing 14,507.7771538016422,1.256245922558375,0.34098704754234,3.684145575653833,2.2947107382831287e-4,0.03149049197767001,382,361,506,403,792
ENSMUSG00000009741,Ubp1,22221,upstream binding protein 1,2709.862853600219,0.5251288522788774,0.14322819865534558,3.666378947783258,2.460092916277487e-4,0.03275228181073908,2901,2849,2909,2051,2910
ENSMUSG00000015942,Gtf2ird2,114674,GTF2I repeat domain containing 2,72.84511330729872,3.2534900028187566,0.886637587104642,3.6694699730057527,2.4305388341709476e-4,0.03275228181073908,21,11,56,122,88
ENSMUSG00000000142,Axin2,12006,axin 2,296.90588335387406,3.195213686041899,0.8746031897798595,3.653329559484164,2.5886163999187876e-4,0.03395655630481704,65,70,587,40,679
ENSMUSG00000020743,Mif4gd,69674,MIF4G domain containing,676.191645277228,1.3322114304476131,0.3681066055887022,3.619091345337436,0.00029563927649951354,0.0375275687885308,552,400,738,450,1148
ENSMUSG00000020899,Pfas,237823,phosphoribosylformylglycinamidine synthase (FGAR amidotransferase),120.68945680098416,2.628663651749076,0.7283041324379399,3.6092938851655756,3.0703161680052974e-4,0.0375275687885308,51,28,94,182,156
ENSMUSG00000025060,Slk,20874,STE20-like kinase,1038.875338044172,0.8875708742113202,0.24615855495729155,3.6056877014301354,3.1132736438915684e-4,0.0375275687885308,901,942,1336,897,992
ENSMUSG00000026245,Farsb,23874,"phenylalanyl-tRNA synthetase, beta subunit",366.45531733494295,1.3291616366005363,0.36856796202040537,3.606286420866252,3.106102854978216e-4,0.0375275687885308,229,285,393,293,556
ENSMUSG00000027610,Gss,14854,glutathione synthetase,93.00120601102606,2.6681483338876353,0.7363340961510332,3.6235566814501525,2.905794880484804e-4,0.0375275687885308,28,31,75,136,125
ENSMUSG00000032480,Dhx30,72831,DEAH (Asp-Glu-Ala-His) box polypeptide 30,2365.2726136582996,0.6004385281623482,0.16641773390515324,3.608020095409767,3.085425970605756e-4,0.0375275687885308,2321,2516,2493,1807,2685
ENSMUSG00000025531,Chm,12662,choroidermia (RAB escort protein 1),261.65550275168937,3.16707131972886,0.8803315061700056,3.5975894279958323,3.2118008230096017e-4,0.03819901778832753,60,61,161,594,121
ENSMUSG00000051586,Mical3,194401,"microtubule associated monooxygenase, calponin and LIM domain containing 3",210.24417666648105,1.5753632785467195,0.43946076057799743,3.58476437458201,3.3738265833468684e-4,0.03959806989928166,147,111,237,225,251
ENSMUSG00000026584,Scyl3,240880,SCY1-like 3 (S. cerevisiae),367.3888322865687,1.4009144885291354,0.39317699767897263,3.563063192402156,3.665523961318858e-4,0.04246295290255093,189,305,513,331,401
ENSMUSG00000037112,Sik2,235344,salt inducible kinase 2,570.5490030838641,0.8832499088547814,0.24914238801952612,3.545161126036723,3.923731548123391e-4,0.04487139155033417,538,478,666,471,641
ENSMUSG00000091971,Hspa1a,193740,heat shock protein 1A,12274.504962791942,0.8338614825564247,0.23605148190635425,3.532540765354026,4.115867637701855e-4,0.046472834592785506,13627,8860,17573,8377,12823
ENSMUSG00000022385,Gtse1,29870,G two S phase expressed protein 1,160.8779663228247,-1.8962413187260532,0.5380531967544995,-3.5242636418927584,4.2466148978689383e-4,0.047349756111238664,443,327,78,64,49
ENSMUSG00000038301,Snx10,71982,sorting nexin 10,192.37228500036892,3.2576089090263176,0.9317248021770599,3.4963209108683353,4.7172101960039025e-4,0.05194754931895656,44,40,251,380,47
ENSMUSG00000076754,Trgv2,21636,T cell receptor gamma variable 2,348.54861459695536,2.111775725474168,0.6054399004400485,3.4880022343081087,4.866440122744063e-4,0.05293737304253298,200,114,369,174,813
ENSMUSG00000036432,Siah2,20439,siah E3 ubiquitin protein ligase 2,687.1991736482596,1.2687669732039313,0.36502909918014936,3.4757967955255227,5.093380562388494e-4,0.05473849953795828,431,565,870,411,1094
ENSMUSG00000043099,Hic1,15248,hypermethylated in cancer 1,409.11923288485133,1.7741057486577423,0.5110781094537015,3.4713006012996894,5.179438380269359e-4,0.055000702800003194,260,189,762,186,604
ENSMUSG00000023965,Fbxl17,50758,F-box and leucine-rich repeat protein 17,138.06598321014744,2.845962783339519,0.8208413194544658,3.467129049048063,5.260492694693574e-4,0.05520422921960786,54,25,260,190,65
ENSMUSG00000033450,Tagap,72536,T cell activation Rho GTPase activating protein,6165.26512433109,1.0290193902187055,0.29786495287139336,3.4546507747858355,5.510060294900407e-4,0.05649395152932371,4666,5492,5042,4850,9934
ENSMUSG00000037443,Cep85,70012,centrosomal protein 85,330.4821477303598,2.0536999212029863,0.5941326705628412,3.4566352314163256,5.469646884474944e-4,0.05649395152932371,162,145,802,164,325
ENSMUSG00000027605,Acss2,60525,acyl-CoA synthetase short-chain family member 2,238.0594943125463,2.0953578195109928,0.6089885336806536,3.4407180162275,5.801728252652426e-4,0.058808427288249594,131,85,156,310,366
ENSMUSG00000020009,Ifngr1,15979,interferon gamma receptor 1,204.20731407116378,2.3199422303699517,0.6775880785120338,3.423823859865548,6.17466286651767e-4,0.059910686711964665,97,65,348,75,403
ENSMUSG00000025521,Tmem192,73067,transmembrane protein 192,110.34008106935629,2.960184010037478,0.8646338243523567,3.423627351445298,6.179129122758688e-4,0.059910686711964665,46,13,104,71,275
ENSMUSG00000026034,Clk1,12747,CDC-like kinase 1,3444.9035593649646,0.6683064531476798,0.19505717781933432,3.4262079489670354,6.120715886580853e-4,0.059910686711964665,3404,3417,3304,2988,3866
ENSMUSG00000047898,Ccr4,12773,chemokine (C-C motif) receptor 4,119.16280954987187,1.7128048375837148,0.5002089469281429,3.424178731912539,6.166604920778299e-4,0.059910686711964665,69,66,151,109,161
ENSMUSG00000021266,Wars1,22375,tryptophanyl-tRNA synthetase1,660.8775751823566,2.739585871789798,0.8057386303842632,3.4000924970958235,6.73630613805871e-4,0.06393843208339987,258,146,768,1313,162
ENSMUSG00000026070,Il18r1,16182,interleukin 18 receptor 1,4450.552603963162,0.858162559872369,0.25239870811562704,3.4000275448289297,6.737906519999539e-4,0.06393843208339987,4708,3340,5628,2645,6020
ENSMUSG00000039810,Zc3h10,103284,zinc finger CCCH type containing 10,170.17787828741805,1.8875705453459397,0.5564120915973332,3.3923967035424263,6.928405012487854e-4,0.06505407653830701,90,84,145,212,229
ENSMUSG00000027223,Mapk8ip1,19099,mitogen-activated protein kinase 8 interacting protein 1,83.51565869156614,2.0619899443784595,0.6098640026305917,3.3810651808997703,7.220541247839573e-4,0.0670908624278427,39,38,104,90,107
ENSMUSG00000021548,Ccnh,66671,cyclin H,285.845278338461,-1.2193289965338803,0.3616929117320869,-3.3711719444396007,7.484912530152016e-4,0.0688303296587175,628,538,159,139,171
ENSMUSG00000021701,Plk2,20620,polo like kinase 2,264.90086340060856,1.4094969701679134,0.4241190087855488,3.323352504769741,8.89424437468385e-4,0.0801990993453306,183,173,252,283,340
ENSMUSG00000032578,Cish,12700,cytokine inducible SH2-containing protein,877.4798881476951,1.0578324942812691,0.31832317489289863,3.3231400592720965,8.90102111568131e-4,0.0801990993453306,733,695,1277,499,1166
ENSMUSG00000025574,Tk1,21877,thymidine kinase 1,286.46967445476935,-2.0090375600143786,0.6058162083067721,-3.316249272414722,9.123441182803518e-4,0.08114876579993904,892,515,214,53,81
ENSMUSG00000028796,Phc2,54383,polyhomeotic 2,496.30120149177566,1.3705997960330516,0.4142194639872816,3.308873472143586,9.367215924934473e-4,0.08191722161805441,309,371,432,583,588
ENSMUSG00000031591,Asah1,11886,N-acylsphingosine amidohydrolase 1,113.9340108518299,1.952655843507095,0.5917481414222956,3.2998090011973527,9.675065093896244e-4,0.08378794236655776,54,58,172,128,104
ENSMUSG00000024042,Sik1,17691,salt inducible kinase 1,1536.4778354589278,1.1373086990942654,0.3461526990688351,3.285569351773573,0.0010177648418906234,0.08729290759292654,1005,1383,1629,946,2599
ENSMUSG00000028894,Inpp5b,16330,inositol polyphosphate-5-phosphatase B,211.3511327959746,1.69141697212668,0.520508409134689,3.249547831395365,0.0011558863773060998,0.09819529986257533,120,122,181,262,267
ENSMUSG00000039137,Whrn,73750,whirlin,114.10089572131747,2.272360028778996,0.7032605705188362,3.2311779218654957,0.0012328117436307307,0.10277271731949641,30,62,144,155,106
ENSMUSG00000042694,Stn1,108689,"STN1, CST complex subunit",180.21341331391127,2.923670180525174,0.9041228271135964,3.233709063467586,0.0012219386484149232,0.10277271731949641,37,60,244,335,53
ENSMUSG00000023015,Racgap1,26934,Rac GTPase-activating protein 1,620.9046712803233,-1.463175847226514,0.454427472796899,-3.2198226005593265,0.001282699467260425,0.10594147451817584,1435,1265,368,124,493
ENSMUSG00000106847,Peg13,353342,paternally expressed 13,1177.9004851140048,0.8238083365488894,0.25609778805513045,3.216772557096617,0.0012964132825642335,0.10609180257314645,1117,1045,1361,746,1624
ENSMUSG00000039210,Gpatch2,67769,G patch domain containing 2,337.1611562172404,1.3203895206248923,0.4110589824720629,3.2121655940571276,0.0013173841733693683,0.10682788024049787,221,254,320,372,400
ENSMUSG00000000078,Klf6,23849,Kruppel-like factor 6,6945.782215087561,0.8492506626981797,0.26519352232869586,3.2023808697920244,0.0013629666154824787,0.1075899310628647,6122,6445,6668,4464,10919
ENSMUSG00000020630,Rnaseh1,19819,ribonuclease H1,465.9070325617581,-0.8643624583673766,0.2696412056173087,-3.2056022609323764,0.001347801462110551,0.1075899310628647,903,811,340,217,345
ENSMUSG00000028398,Dmac1,66928,distal membrane arm assembly complex 1,1039.3059893806076,-0.6727515431908523,0.21006544493153748,-3.2025807167385816,0.0013620212476121725,0.1075899310628647,1776,1813,838,489,847
ENSMUSG00000020346,Mgat1,17308,mannoside acetylglucosaminyltransferase 1,652.9165345209559,2.158264752887135,0.675247674196852,3.1962564779718816,0.0013922329489919794,0.10893612197375839,352,219,229,947,1070
ENSMUSG00000095756,Trav6d-7,385047,T cell receptor alpha variable 6D-7,157.15809062523198,1.4993606091987444,0.47154012269272516,3.1797095030570475,0.0014742275978581704,0.11434878411212938,107,94,177,164,188
ENSMUSG00000037032,Apbb1,11785,"amyloid beta (A4) precursor protein-binding, family B, member 1",88.26785362731698,2.6416543686578735,0.8322178545114932,3.174234191609009,0.0015023242206840906,0.11453617135471869,23,34,165,33,168
ENSMUSG00000108393,Gm32633,102635243,"predicted gene, 32633",142.22571132182938,1.8272220830337016,0.5755510836142427,3.1747348498754264,0.001499734742139433,0.11453617135471869,87,64,126,167,198
ENSMUSG00000034575,Tent4a,210106,terminal nucleotidyltransferase 4A,263.8863293377625,-1.5795187580809198,0.49953288081466624,-3.161991570014274,0.001566941004313925,0.11647594798733509,374,795,149,100,125
ENSMUSG00000035596,Mboat7,77582,membrane bound O-acyltransferase domain containing 7,819.9951482687914,0.7218889552312904,0.22798422610090238,3.1663986915998006,0.0015433909628436463,0.11647594798733509,739,841,925,614,958
ENSMUSG00000075033,Nxpe3,385658,"neurexophilin and PC-esterase domain family, member 3",1042.0638693411845,0.6862588876476727,0.21689180458477542,3.164060942558289,0.0015558421329240528,0.11647594798733509,944,1099,1253,768,1135
ENSMUSG00000015806,Qdpr,110391,quinoid dihydropteridine reductase,218.2148128705259,2.1880082017633957,0.6925604273202117,3.1593029509780957,0.001581470035138626,0.11658440259038466,156,33,337,213,259
ENSMUSG00000024122,Pdpk1,18607,3-phosphoinositide dependent protein kinase 1,557.5335774979845,1.5712485989033278,0.49903691039130643,3.1485618922882384,0.0016407597432584484,0.1199637451628308,349,336,1153,449,371
ENSMUSG00000049470,Aff4,93736,"AF4/FMR2 family, member 4",266.3969012937743,1.5405817238586736,0.49302783269805256,3.1247358093922855,0.001779648161952354,0.12801985165012095,181,152,234,334,306
ENSMUSG00000026864,Hspa5,14828,heat shock protein 5,15815.764988899999,0.4161918375084077,0.13432614580055047,3.098368043153533,0.0019458960541155195,0.1384193107494737,18125,17207,17257,10260,17988
ENSMUSG00000067851,Arfgef1,211673,ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited),244.40482550339792,2.204092703450279,0.7116986266696707,3.096946686217636,0.001955250353636063,0.1384193107494737,108,99,344,384,110
ENSMUSG00000032216,Nedd4,17999,"neural precursor cell expressed, developmentally down-regulated 4",90.01979543634232,-1.7935312816481492,0.5796956262094652,-3.0939189473892643,0.001975314433045588,0.1387386200217846,230,192,47,27,43
ENSMUSG00000071632,2510002D24Rik,72307,RIKEN cDNA 2510002D24 gene,395.68688745786494,1.321600773873141,0.4296849243157653,3.0757438743695085,0.0020997813261339864,0.14632851116496218,194,361,543,371,403
ENSMUSG00000025722,Wdr73,71968,WD repeat domain 73,378.5741070781488,1.448843091594269,0.47152708969344476,3.0726614085655384,0.002121590619801278,0.14644272674112851,259,239,529,442,274
ENSMUSG00000067235,H2-Q10,15007,"histocompatibility 2, Q region locus 10",859.3357300905244,0.8309582151342998,0.2705924438423883,3.070884771705995,0.002134254986137523,0.14644272674112851,906,669,965,598,1137
ENSMUSG00000032714,Syde1,71709,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)",148.48873324220517,-1.7065613674570992,0.5578188346986344,-3.0593469802414996,0.002218200730104576,0.15104084360712072,261,417,59,64,70
ENSMUSG00000026384,Ptpn4,19258,"protein tyrosine phosphatase, non-receptor type 4",108.76284824219786,3.140325565951123,1.0345537813128607,3.0354396481602084,0.002401852874014824,0.16230702754706236,21,30,25,199,161
ENSMUSG00000022584,Ly6c2,100041546,"lymphocyte antigen 6 complex, locus C2",5188.0187730837815,-0.4843185455270912,0.16017790260285716,-3.0236289629032274,0.0024976255146439883,0.16750992173401785,9017,7783,4164,3201,3935
ENSMUSG00000073102,Drc1,381738,dynein regulatory complex subunit 1,797.18140029829,0.832429021870691,0.27602433917633973,3.015781232751685,0.002563181181536221,0.17062370253211262,657,795,934,716,781
ENSMUSG00000032422,Snx14,244962,sorting nexin 14,1075.2952407547455,0.6074280992468016,0.20260975524125102,2.9980200041381337,0.0027173983617696197,0.1795495806443334,1094,1100,1304,747,1169
ENSMUSG00000026098,Pms1,227099,"PMS1 homolog 1, mismatch repair system component",57.35563100718011,3.0819308284152593,1.0344766806299535,2.9792173048680914,0.002889857524602349,0.18954065529009526,13,15,23,68,129
