gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD4_S37_L002,53-CD4_S39_L002,57-CD4-B_S45_L002,58-CD4-B_S49_L002,60-CD4-B_S53_L002
ENSMUSG00000076609,Igkc,16071,immunoglobulin kappa constant,1104.1512385350707,3.528369235764681,0.34837192370740594,10.128167615275801,4.143410423382254e-24,2.5285162108690206e-21,144,186,1139,1954,1809
ENSMUSG00000005824,Tnfsf14,50930,"tumor necrosis factor (ligand) superfamily, member 14",1124.763558869134,2.3818636598105565,0.24454272697101825,9.740071558508632,2.0341106943244572e-22,1.1682974599637647e-19,374,320,2168,1351,1337
ENSMUSG00000024190,Dusp1,19252,dual specificity phosphatase 1,4488.861108170457,3.496628221186602,0.35943188331277687,9.728208274010694,2.2858360777330696e-22,1.239939081276983e-19,508,868,4436,8904,6462
ENSMUSG00000052837,Junb,16477,jun B proto-oncogene,26872.751564011047,2.092363416925579,0.21654703391126073,9.662397028181015,4.355513365170937e-22,2.238275394606791e-19,9173,10682,29859,39256,40913
ENSMUSG00000026009,Icos,54167,inducible T cell co-stimulator,4166.673824058284,1.3756598186271285,0.14341433076131993,9.592206101889476,8.622138098074331e-22,4.079066617662513e-19,2424,2213,6098,5084,4778
ENSMUSG00000029822,Osbpl3,71720,oxysterol binding protein-like 3,1007.5791767012842,2.640520425710839,0.2753290906163662,9.590415672385475,8.773084695914868e-22,4.079066617662513e-19,310,218,1752,1074,1592
ENSMUSG00000028793,Rnf19b,75234,ring finger protein 19B,3277.458188936078,1.510161854755331,0.15796835616830857,9.55990105478035,1.1786933922301852e-21,5.231255582607058e-19,1606,1789,5417,3684,3782
ENSMUSG00000020841,Cpd,12874,carboxypeptidase D,1027.646567301625,3.6282326717199864,0.37992618289950447,9.549835823449163,1.2990198250595397e-21,5.514621552991889e-19,105,184,2539,1070,1211
ENSMUSG00000034612,Chst11,58250,carbohydrate sulfotransferase 11,391.02614381674863,2.469920597618319,0.2602808284594918,9.489444966949302,2.3226765852076177e-21,9.449422574152991e-19,116,113,679,484,526
ENSMUSG00000043099,Hic1,15248,hypermethylated in cancer 1,666.6027726874831,2.8489396123108253,0.30527153260170065,9.332477181971452,1.0342488773180305e-20,4.0393624152533e-18,153,155,1363,651,976
ENSMUSG00000066026,Dhrs3,20148,dehydrogenase/reductase (SDR family) member 3,331.32831211011415,2.777115618643836,0.29826659756548135,9.310850230335124,1.268130948233501e-20,4.762319453289194e-18,83,77,576,466,414
ENSMUSG00000034792,Gna15,14676,"guanine nucleotide binding protein, alpha 15",1001.2319857162253,2.9688812979420183,0.3249428705625818,9.136625440656442,6.443147438398448e-20,2.3300330217971275e-17,222,206,2177,894,1472
ENSMUSG00000030336,Cd27,21940,CD27 antigen,971.941306436331,-1.5421621567982422,0.17198732013345044,-8.96672007914089,3.0547518962590393e-19,1.0652356255383308e-16,1753,1744,577,511,499
ENSMUSG00000026880,Stom,13830,stomatin,273.75319995823344,3.375565416744159,0.3811875876488694,8.855391744427832,8.339041750830032e-19,2.8076690915553253e-16,48,42,582,316,360
ENSMUSG00000040270,Bach2,12014,"BTB and CNC homology, basic leucine zipper transcription factor 2",2648.6389573526358,-1.6479132365773153,0.18964733635774453,-8.689356087072827,3.644995023734655e-18,1.1863243803915057e-15,5035,4720,1382,1487,1222
ENSMUSG00000090877,Hspa1b,15511,heat shock protein 1B,18613.519279334647,2.67584267022774,0.30880659396202337,8.6651085907732,4.510828387708826e-18,1.4207654315351283e-15,6056,3449,40533,22533,19512
ENSMUSG00000048521,Cxcr6,80901,chemokine (C-X-C motif) receptor 6,1396.8782340840112,2.671574639174966,0.3090992413108367,8.64309672144544,5.47095682601518e-18,1.6693257015378818e-15,370,351,3193,1480,1558
ENSMUSG00000047415,Gpr68,238377,G protein-coupled receptor 68,1530.0654076196695,1.9493661614360034,0.2297181488911478,8.485904012572,2.1404808196385715e-17,6.333228703924549e-15,696,527,2566,1989,1748
ENSMUSG00000074170,Plekhf1,72287,"pleckstrin homology domain containing, family F (with FYVE domain) member 1",347.80577585147466,5.197625313397697,0.6146030382359545,8.456881905947,2.746217808795106e-17,7.886491377963357e-15,14,20,1091,290,339
ENSMUSG00000023048,Prr13,66151,proline rich 13,3989.717628414885,1.431833962694289,0.1705616827393146,8.394816114019553,4.666239573249705e-17,1.3017475198060034e-14,2007,2313,6538,3950,5072
ENSMUSG00000011179,Odc1,18263,"ornithine decarboxylase, structural 1",3173.2947194226354,1.1430551278282202,0.1366767002768098,8.36320400999734,6.103753431805492e-17,1.6554735696708007e-14,1995,2017,3975,3762,3935
ENSMUSG00000097993,Ptprv,13924,"protein tyrosine phosphatase, receptor type, V",1130.7316805289413,1.5127042577238383,0.1824181965673842,8.292507470136371,1.108857026139016e-16,2.926183784654419e-14,597,570,1807,1288,1342
ENSMUSG00000039943,Plcb4,18798,"phospholipase C, beta 4",661.6985092597863,2.8093145652758533,0.342626208627282,8.199356892548467,2.4167643397457984e-16,6.209812371915257e-14,164,149,1502,736,734
ENSMUSG00000021756,Il6st,16195,interleukin 6 signal transducer,3416.9668078755244,-0.9846908724103582,0.12151240290340144,-8.10362439456618,5.33456290920828e-16,1.3355556986028116e-13,5290,5307,2584,2264,2230
ENSMUSG00000026064,Ptp4a1,19243,protein tyrosine phosphatase 4a1,286.41090809534734,3.388304011875297,0.42374135831105253,7.996160736776774,1.2835879224745586e-15,3.1332381187603975e-13,38,56,649,292,384
ENSMUSG00000032220,Myo1e,71602,myosin IE,904.0425845395125,1.9097675540094656,0.2409418687649593,7.926258577634172,2.258470744008576e-15,5.378465449877984e-13,368,375,1284,946,1470
ENSMUSG00000004612,Nkg7,72310,natural killer cell group 7 sequence,1093.5516471798328,1.4300205843278704,0.18325966001165533,7.803248048353472,6.033379449199034e-15,1.402617070047128e-12,556,629,1700,1139,1409
ENSMUSG00000068220,Lgals1,16852,"lectin, galactose binding, soluble 1",7058.567207866237,1.508800817692067,0.1937911908647093,7.78570383390337,6.932617586744765e-15,1.574187863185486e-12,3541,3771,12760,7162,8015
ENSMUSG00000086894,Gm15708,100504231,predicted gene 15708,592.2686034988214,-1.6366418245269079,0.21311529527429357,-7.6796075214612864,1.5957673037853063e-14,3.541152716854484e-12,1059,1121,344,306,276
ENSMUSG00000076472,Trbv15,100124679,"T cell receptor beta, variable 15",543.1408269945956,-2.922077390677906,0.3810977860149054,-7.66752654544054,1.7534474206381394e-14,3.804591247802398e-12,1261,1209,106,115,206
ENSMUSG00000068923,Syt11,229521,synaptotagmin XI,3794.4498979077807,1.1275506807564628,0.14717977781614913,7.661043503985665,1.8442836635095512e-14,3.914692541414622e-12,2601,2224,5112,4197,4681
ENSMUSG00000055170,Ifng,15978,interferon gamma,427.17691387690473,2.511246277779331,0.32981585669300034,7.614085941649715,2.6556406098426992e-14,5.516952109468961e-12,136,107,673,679,478
ENSMUSG00000021200,Asb2,65256,ankyrin repeat and SOCS box-containing 2,1451.3407245325084,2.7517331047733933,0.3629274893785049,7.582046511510049,3.4014628340915515e-14,6.9191423150145645e-12,479,226,2604,1453,2369
ENSMUSG00000005947,Itgae,16407,"integrin alpha E, epithelial-associated",1245.7697123621508,2.1127783719350695,0.2833273973494361,7.457021070677881,8.850055522804769e-14,1.7635090229523626e-11,501,403,1410,1642,2076
ENSMUSG00000032238,Rora,19883,RAR-related orphan receptor alpha,413.139935626446,2.34852697269238,0.315692693624064,7.439281998363491,1.0123401220212412e-13,1.9768977902830797e-11,143,117,691,610,456
ENSMUSG00000020889,Nr1d1,217166,"nuclear receptor subfamily 1, group D, member 1",581.9554237610075,2.709393286837768,0.365933900843223,7.40405106111924,1.3209159513929137e-13,2.5289065390981192e-11,157,136,1343,598,664
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",2375.4808083067624,1.9232894555134725,0.2607840181345577,7.375028075996228,1.6431042186215038e-13,3.0852441520423774e-11,1068,862,4732,2416,2758
ENSMUSG00000008348,Ubc,22190,ubiquitin C,35155.37460046503,0.6759143340278988,0.09206583904508828,7.341640949982293,2.1099079261922648e-13,3.8870077342153344e-11,26853,29668,43938,37635,37679
ENSMUSG00000025888,Casp1,12362,caspase 1,1442.3368218508072,1.341827455282088,0.18432650192116978,7.279623067202469,3.347541694126773e-13,5.942799472991603e-11,893,740,2064,1720,1712
ENSMUSG00000073491,Ifi213,623121,interferon activated gene 213,2697.2034881963295,-0.8436831150608984,0.1160979141403763,-7.26699632209399,3.6756880937151547e-13,6.408824740541923e-11,3847,4173,2142,1828,1933
ENSMUSG00000021453,Gadd45g,23882,growth arrest and DNA-damage-inducible 45 gamma,433.85065609246533,2.250919368601245,0.31140720789580273,7.228218588165775,4.893706172614302e-13,8.238301218863112e-11,140,151,825,563,461
ENSMUSG00000036768,Kif15,209737,kinesin family member 15,404.76130273945626,1.9667929854437973,0.2722646203215345,7.223828726336486,5.054390989079587e-13,8.364588748707303e-11,172,149,693,476,507
ENSMUSG00000055407,Map6,17760,microtubule-associated protein 6,590.4286957198043,2.211901223896779,0.3079022233669092,7.183778017935858,6.781093339867079e-13,1.103509922841036e-10,221,183,1179,617,731
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,9387.809832393039,1.6029794587643726,0.2241800905438244,7.150409542951854,8.651938064451194e-13,1.3848774305131384e-10,4619,4591,10512,14435,11459
ENSMUSG00000035356,Nfkbiz,80859,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",2332.4214321405548,0.9772496600400399,0.1369925084736933,7.13359928165489,9.777772288907205e-13,1.539841429498225e-10,1531,1691,3300,2566,2543
ENSMUSG00000026070,Il18r1,16182,interleukin 18 receptor 1,6823.365456264928,2.0782492020029073,0.2915896059398729,7.127308928945334,1.0235020466136633e-12,1.5862657116088587e-10,2635,2431,15365,6321,7458
ENSMUSG00000026655,Fam107b,66540,"family with sequence similarity 107, member B",473.9900437237042,2.3741439611449984,0.33488025084521145,7.089531123895319,1.3456713613706612e-12,2.052989870691115e-10,120,176,644,786,565
ENSMUSG00000024793,Tnfrsf25,85030,"tumor necrosis factor receptor superfamily, member 25",2044.233024084948,1.3244924111630376,0.18712951698316438,7.077944904235494,1.463078666456618e-12,2.1977692460434487e-10,1180,1163,3384,2059,2414
ENSMUSG00000028381,Ugcg,22234,UDP-glucose ceramide glucosyltransferase,4894.686298550052,-1.0532424271126777,0.14974650204568554,-7.033502704399387,2.014120695666148e-12,2.979677950376404e-10,7382,8130,3186,3290,3329
ENSMUSG00000056501,Cebpb,12608,"CCAAT/enhancer binding protein (C/EBP), beta",1073.5130424621175,1.320791813346092,0.18807269429490447,7.022772860769703,2.1750766161359456e-12,3.1697683701419957e-10,597,637,1336,1261,1459
ENSMUSG00000011256,Adam19,11492,a disintegrin and metallopeptidase domain 19 (meltrin beta),5776.407699406791,1.4300996192432893,0.20398197397167608,7.010911755574371,2.367700420762131e-12,3.3997392512237426e-10,3518,2703,9774,6112,6642
ENSMUSG00000019960,Dusp6,67603,dual specificity phosphatase 6,1870.0619986235256,1.2716700081780594,0.18146774010251562,7.007691876581818,2.4228163272881664e-12,3.428460669513284e-10,1036,1174,2309,2453,2230
ENSMUSG00000025555,Farp1,223254,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",528.2523022483116,1.6388683089869036,0.23479227391876695,6.980077673058001,2.9501691144792986e-12,4.115064461967982e-10,237,272,874,603,632
ENSMUSG00000031749,St3gal2,20444,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",1457.8914467420436,1.1761336659453547,0.16935710700653717,6.944696250036652,3.792754906035482e-12,5.143397069795895e-10,939,870,2190,1582,1674
ENSMUSG00000039899,Fgl2,14190,fibrinogen-like protein 2,462.0759748461692,2.186138144354495,0.31471825980589624,6.946333986794426,3.749006281390137e-12,5.143397069795895e-10,159,163,587,529,813
ENSMUSG00000028266,Lmo4,16911,LIM domain only 4,1328.8377169149294,1.3265578701422909,0.19145122074632676,6.928960102583951,4.239453355079549e-12,5.670414049177632e-10,757,765,2123,1320,1658
ENSMUSG00000005973,Rcn1,19672,reticulocalbin 1,885.0144631609556,-1.3572328224008907,0.19634455989060232,-6.912505358728058,4.761680073376173e-12,6.282843815735804e-10,1409,1641,517,499,548
ENSMUSG00000000791,Il12rb1,16161,"interleukin 12 receptor, beta 1",1312.5734662832867,1.6007303269722568,0.23223533068318408,6.892708022777018,5.474015714447071e-12,7.12643859144816e-10,705,581,2118,1274,1836
ENSMUSG00000012889,Podnl1,244550,podocan-like 1,2775.3876592849583,2.0300067536403685,0.2946837316629874,6.8887642428865705,5.627911750919891e-12,7.230385570523924e-10,1072,1051,6124,2665,2990
ENSMUSG00000074607,Tox2,269389,TOX high mobility group box family member 2,1314.7468856341102,1.9725343645440032,0.2869069706310399,6.875170583013358,6.1915724401720424e-12,7.851235494264911e-10,631,403,2239,1312,1914
ENSMUSG00000096210,H1f0,14958,H1.0 linker histone,1203.8068679753453,1.359759159742918,0.1979251746884149,6.870066740542371,6.41718743633258e-12,8.033002324147604e-10,687,666,1835,1182,1616
ENSMUSG00000026864,Hspa5,14828,heat shock protein 5,14033.369582086038,0.8547079211685462,0.12511418640940786,6.831422924109565,8.407646083324696e-12,1.0299589744013341e-9,10675,9909,17510,16101,15560
ENSMUSG00000030172,Erc1,111173,ELKS/RAB6-interacting/CAST family member 1,369.5825554980351,-2.070604574170756,0.30312360245353404,-6.830891944444215,8.43882813929811e-12,1.0299589744013341e-9,726,760,198,154,118
ENSMUSG00000001025,S100a6,20200,S100 calcium binding protein A6 (calcyclin),2904.8833230236646,2.1326229074400844,0.312864970326958,6.816432358059765,9.33291388771142e-12,1.1250193975261025e-9,1312,761,5765,2762,3840
ENSMUSG00000099974,Bcl2a1d,12047,B cell leukemia/lymphoma 2 related protein A1d,448.116304388713,1.9850373518756055,0.2916804384238501,6.805521009918,1.006841833233321e-11,1.198878495084164e-9,179,173,628,479,739
ENSMUSG00000020644,Id2,15902,inhibitor of DNA binding 2,4316.883942108224,1.6235467627117206,0.23879484171329832,6.79891890068958,1.0540712957899091e-11,1.2399942327822497e-9,1935,2262,8426,4236,4754
ENSMUSG00000029406,Pitpnm2,19679,"phosphatidylinositol transfer protein, membrane-associated 2",1686.545722862325,-1.6172601034291867,0.238156760938715,-6.7907377353244955,1.1156157229260566e-11,1.2967704665059544e-9,3307,2854,1004,970,681
ENSMUSG00000092341,Malat1,72289,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),44611.824299453394,1.3289469172660757,0.19587312092535983,6.784733459025699,1.1630102632459634e-11,1.335956730627481e-9,24143,26955,77010,51600,42810
ENSMUSG00000036565,Ttyh3,78339,tweety family member 3,5083.241827727905,-1.0505248754866348,0.15505064143071515,-6.775366201603655,1.2409153756735092e-11,1.4088718288460634e-9,7201,8926,3429,3468,3307
ENSMUSG00000032737,Inppl1,16332,inositol polyphosphate phosphatase-like 1,1112.6388637380085,2.006461022111188,0.2964656558027472,6.767937475517172,1.3063118198161467e-11,1.4660722538718225e-9,392,474,2323,1089,1282
ENSMUSG00000023927,Satb1,20230,special AT-rich sequence binding protein 1,14300.301934152982,-0.814607004534908,0.120607206568149,-6.754215006833899,1.4361065271231614e-11,1.5934254694125622e-9,19319,22873,12747,9347,9735
ENSMUSG00000047945,Marcksl1,17357,MARCKS-like 1,919.1804126314198,1.1534267597759091,0.17134647453881835,6.731546493036258,1.6786917373533198e-11,1.8416568678109905e-9,589,566,1251,1021,1132
ENSMUSG00000027330,Cdc25b,12531,cell division cycle 25B,3583.265135400267,1.7470644834028612,0.26109582175252977,6.691277063249037,2.2123134240896953e-11,2.400114252534643e-9,1563,1678,7091,3086,4532
ENSMUSG00000050592,Fam78a,241303,"family with sequence similarity 78, member A",11811.332775503088,-0.6489436432023008,0.09748599171111312,-6.656788650469492,2.7987518782841683e-11,3.0029684988534747e-9,15895,17054,10823,8326,8721
ENSMUSG00000036169,Sostdc1,66042,sclerostin domain containing 1,722.755220772659,2.6597523409338426,0.4027159579358384,6.604536742389533,3.987623067393849e-11,4.186575444089628e-9,236,137,751,1244,1078
ENSMUSG00000057666,Gapdh,14433,glyceraldehyde-3-phosphate dehydrogenase,29564.67802755776,0.5789845964713277,0.08790883272548439,6.58619365677782,4.5124518299012116e-11,4.687189326293131e-9,23325,26514,36311,29671,32417
ENSMUSG00000015314,Slamf6,30925,SLAM family member 6,8350.86245659983,0.6570896413452464,0.10112944970279912,6.497510302649843,8.166010202101314e-11,8.392939327717603e-9,6844,6680,10606,8516,9153
ENSMUSG00000042312,S100a13,20196,S100 calcium binding protein A13,1680.4878332172416,0.8976501996728945,0.13985169458647442,6.4185865057062355,1.3754544146950831e-10,1.398951760946124e-8,1217,1197,2216,1851,1888
ENSMUSG00000019971,Cep290,216274,centrosomal protein 290,299.0619466284581,2.2473092705315723,0.35118839168998844,6.399155905231015,1.562382504134513e-10,1.5726910072545758e-8,115,85,524,310,441
ENSMUSG00000067149,Jchain,16069,immunoglobulin joining chain,246.38339771825576,3.2641116806143415,0.5109045305483517,6.388887718633037,1.670966904534638e-10,1.6648286587628783e-8,46,41,217,404,459
ENSMUSG00000022994,Adcy6,11512,adenylate cyclase 6,1598.3686176915874,-1.3269546321882297,0.2104382537304318,-6.3056721326343945,2.8694589484286773e-10,2.8300401184300612e-8,2519,2948,1135,989,754
ENSMUSG00000033350,Chst2,54371,carbohydrate sulfotransferase 2,984.9633400164438,1.441042210650647,0.22950681935951495,6.278864456717085,3.4105475257398676e-10,3.3300586041324066e-8,604,450,1359,1121,1323
ENSMUSG00000015437,Gzmb,14939,granzyme B,330.33197916384984,2.7522507402200533,0.4388580823873046,6.271391255342347,3.578361747931e-10,3.42540432419591e-8,102,59,685,303,488
ENSMUSG00000074570,Cass4,320664,Cas scaffolding protein family member 4,275.22350115505577,2.601567612761171,0.41473494017748075,6.272844076382524,3.5451188830801994e-10,3.42540432419591e-8,84,64,461,251,493
ENSMUSG00000063354,Slc39a4,72027,"solute carrier family 39 (zinc transporter), member 4",485.3532326525141,1.499506714855084,0.2403217393151469,6.239579986098136,4.3874736276626763e-10,4.159154611698871e-8,249,256,618,594,667
ENSMUSG00000031666,Rbl2,19651,RB transcriptional corepressor like 2,5921.66419049521,0.8112708210908377,0.1300583634148273,6.237744346384331,4.439253687385976e-10,4.16777625034968e-8,4140,4769,8419,5839,6527
ENSMUSG00000024424,Ttc39c,72747,tetratricopeptide repeat domain 39C,839.6177317678636,2.165943221214603,0.34747127194321675,6.2334454560852395,4.562862739649398e-10,4.2430277895177826e-8,394,192,1376,1012,1144
ENSMUSG00000026483,Niban1,63913,niban apoptosis regulator 1,2701.0458158010833,1.4078575230035952,0.22600776323692487,6.2292440880791,4.686910760275945e-10,4.3172638361636153e-8,1546,1407,4391,2367,3763
ENSMUSG00000024579,Pcyox1l,240334,prenylcysteine oxidase 1 like,296.7466818029394,2.077987362567569,0.33411267133785294,6.219420994261901,4.989927984843329e-10,4.5534258732719874e-8,123,97,531,319,397
ENSMUSG00000039232,Stx11,74732,syntaxin 11,816.6381302813606,1.5895410909235916,0.2570469828805027,6.183854302085099,6.255510717462965e-10,5.655445059750777e-8,476,327,1193,940,1088
ENSMUSG00000076749,Trgc1,107573,"T cell receptor gamma, constant 1",486.42530915725206,2.8666385039447553,0.4651877163459945,6.1623263108964474,7.168394020320469e-10,6.421302680221014e-8,81,143,1168,624,401
ENSMUSG00000102918,Pcdhgc3,93706,"protocadherin gamma subfamily C, 3",525.9971309954142,2.954518252329581,0.47989753203934954,6.156560630295809,7.434172189911367e-10,6.598841569299509e-8,133,93,1410,447,562
ENSMUSG00000055435,Maf,17132,MAF bZIP transcription factor,6591.956544976377,1.5951665539701516,0.25928761056359817,6.152112515144215,7.645760213183122e-10,6.725513758695496e-8,4045,2400,8706,7242,9988
ENSMUSG00000031428,Zcchc18,66995,"zinc finger, CCHC domain containing 18",333.35655391422085,2.274509428093522,0.3710507460666479,6.129914714374341,8.792619337586224e-10,7.66527992965999e-8,111,109,376,423,594
ENSMUSG00000036591,Arhgap21,71435,Rho GTPase activating protein 21,418.3829252034524,2.0338376407440855,0.33300673075668674,6.107497095096617,1.012056538132342e-9,8.744884989667421e-8,152,168,829,399,537
ENSMUSG00000021939,Ctsb,13030,cathepsin B,7823.891445417316,0.7499321594691363,0.12294224005662716,6.099873884872423,1.061521845362733e-9,8.935085601829073e-8,6210,5889,9345,8587,8927
ENSMUSG00000028037,Ifi44,99899,interferon-induced protein 44,76.2554970266174,-3.425758860719176,0.5615722751604377,-6.100299128443365,1.0587015153703977e-9,8.935085601829073e-8,180,185,16,12,17
ENSMUSG00000030189,Ybx3,56449,Y box protein 3,1876.2985952666033,1.219766994784778,0.19988061436959131,6.102477714668994,1.0443667539041312e-9,8.935085601829073e-8,1168,1107,2943,1741,2411
ENSMUSG00000055629,B4galnt4,330671,"beta-1,4-N-acetyl-galactosaminyl transferase 4",848.6222550275844,2.4415504445174823,0.4007975802142257,6.091729503986719,1.1169730531960833e-9,9.321474266159451e-8,267,238,1944,612,1195
ENSMUSG00000032547,Ryk,20187,receptor-like tyrosine kinase,284.89668276983525,1.9973277315811861,0.331976712538618,6.016469397228705,1.7826217942042378e-9,1.4750439998822184e-7,117,105,462,287,435
ENSMUSG00000000078,Klf6,23849,Kruppel-like factor 6,6522.461771174899,0.9248380647046824,0.15465816141107758,5.979885291966491,2.2329480512485584e-9,1.8321432581841115e-7,4567,4678,7512,8011,7503
ENSMUSG00000025348,Itga7,16404,integrin alpha 7,561.7108224602644,1.478340184950792,0.2482133512705198,5.955925325465657,2.5860439978883695e-9,2.1041777996151698e-7,319,271,899,658,636
ENSMUSG00000026989,Dapl1,76747,death associated protein-like 1,1708.018496999351,-1.9711148858017702,0.33171737349065356,-5.9421514919757685,2.8130526201202373e-9,2.2513644084306554e-7,3296,3443,489,886,842
ENSMUSG00000054065,Pkp3,56460,plakophilin 3,4132.276854943275,0.7920273413098841,0.13343284370502537,5.935775025980763,2.9246061174667784e-9,2.3216141569874488e-7,3207,3051,5008,4284,5038
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,2871.36982708253,0.9358769478849811,0.15819586318510087,5.915938186006392,3.299891337550848e-9,2.5983983080521355e-7,2060,1983,3370,3150,3675
ENSMUSG00000049103,Ccr2,12772,chemokine (C-C motif) receptor 2,1130.458954335453,2.6000140279774846,0.4396825716844146,5.913388875107981,3.351396623053487e-9,2.6178429301995394e-7,379,227,2932,1010,1135
ENSMUSG00000041831,Sytl3,83672,synaptotagmin-like 3,459.5753732259679,2.804287298964716,0.47770067645085085,5.870385865474571,4.347820132495221e-9,3.369215537593916e-7,66,155,1053,584,422
ENSMUSG00000052544,St6galnac3,20447,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",213.76930315427592,2.8464820597539995,0.4854936492512708,5.863067548141668,4.543932610420765e-9,3.493461260484122e-7,48,51,493,276,191
ENSMUSG00000021587,Pcsk1,18548,proprotein convertase subtilisin/kexin type 1,451.07395718370594,2.8241362573113418,0.48577074146089505,5.813722433792746,6.109869225605843e-9,4.6606846186574567e-7,117,94,1212,386,462
ENSMUSG00002076161,Rn7sk,19817,"RNA, 7SK, nuclear",6691.813940573549,1.8391135161879133,0.31655448773600753,5.809785005233136,6.25531202371459e-9,4.734640821670485e-7,2697,3044,7256,12502,6706
ENSMUSG00000018398,Septin8,20362,septin 8,402.79141014752264,2.480199460144886,0.42830025874738925,5.790796081698618,7.005358751720243e-9,5.261563296292034e-7,109,126,947,330,508
ENSMUSG00000054672,Scart2,244234,scavenger receptor family member expressed on T cells 2,140.51655184298977,3.7667601553591754,0.6510064167666556,5.786056878006656,7.20578242092225e-9,5.370783172357622e-7,14,22,380,171,113
ENSMUSG00000041961,Znrf3,407821,zinc and ring finger 3,810.2847761253222,-1.0218494352771805,0.17693860720085922,-5.775163778231766,7.687826906213283e-9,5.686662266080795e-7,1241,1302,635,472,555
ENSMUSG00000005575,Ube2m,22192,ubiquitin-conjugating enzyme E2M,1011.2762749714067,1.1379145108814017,0.19712429174878124,5.772573744140984,7.806975848385861e-9,5.692024976143974e-7,543,745,1362,1155,1215
