gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,61-CD4_S57_L002,62-CD4_S59_L002,63-CD4_S61_L002,57-CD4-D_S46_L002,58-CD4-D_S50_L002,60-CD4-D_S54_L002
ENSMUSG00000037552,Plekhg2,101497,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",5201.548139024744,0.7386013864921465,0.09958380107037582,7.416882851962813,1.199089170063083e-13,5.627325475106048e-11,3993,3886,3501,6715,8596,5479
ENSMUSG00000019850,Tnfaip3,21929,"tumor necrosis factor, alpha-induced protein 3",1659.5537510362165,1.8487275517091795,0.25264619614749945,7.317456505974302,2.5271500498319435e-13,1.1295157317963153e-10,882,448,768,2305,3279,2601
ENSMUSG00000039852,Rere,68703,arginine glutamic acid dipeptide (RE) repeats,6214.009965391422,0.587338474106567,0.08223146124842937,7.142503187826852,9.164639080607298e-13,3.9099682913900046e-10,5008,4687,4781,8208,8985,6511
ENSMUSG00000001138,Cnnm3,94218,cyclin M3,293.0859798650919,1.9995160803702314,0.2805370560310039,7.127457985975488,1.0223946564522274e-12,3.998415102275252e-10,90,145,107,467,554,456
ENSMUSG00000024042,Sik1,17691,salt inducible kinase 1,1192.8331143049263,1.7445169172076458,0.24474102323158262,7.1280118640221675,1.0182900204360038e-12,3.998415102275252e-10,587,585,432,1350,2353,2040
ENSMUSG00000026360,Rgs2,19735,regulator of G-protein signaling 2,969.9137745719923,0.9369634392008134,0.132019157338068,7.09717784973801,1.2733016012456247e-12,4.780483531716573e-10,682,633,626,1367,1559,1122
ENSMUSG00000007880,Arid1a,93760,AT rich interactive domain 1A (SWI-like),13611.513123666457,0.6391745338250928,0.09399411931759971,6.800154503978762,1.0450701020291788e-11,3.654823348797886e-9,10970,9699,10353,18993,20246,13656
ENSMUSG00000024966,Stip1,20867,stress-induced phosphoprotein 1,5400.769628600508,0.715136499868861,0.10517810482522605,6.799290603849536,1.0513555339606107e-11,3.654823348797886e-9,3791,4176,3950,6679,8643,6019
ENSMUSG00000031706,Rfx1,19724,"regulatory factor X, 1 (influences HLA class II expression)",3930.0161158266924,0.5877175130976529,0.0916698329790282,6.411242324747207,1.4433855602022212e-10,4.8384345957350173e-8,3109,3056,2990,4920,5688,4333
ENSMUSG00000052837,Junb,16477,jun B proto-oncogene,30172.526251602903,1.032743071558487,0.16219736615015118,6.3672000111422555,1.9251007139566066e-10,6.230688034895417e-8,20629,20450,16815,34077,61303,34799
ENSMUSG00000013033,Adgrl1,330814,adhesion G protein-coupled receptor L1,3657.515529479419,0.7705612339410355,0.12113791603645929,6.361024352681757,2.0041266361448622e-10,6.270244202285225e-8,2965,2443,2480,4592,5925,4142
ENSMUSG00000018476,Kdm6b,216850,KDM1 lysine (K)-specific demethylase 6B,5038.550139328356,0.5776820700208933,0.09265364202067332,6.234855505107918,4.5219528809333494e-10,1.3263453043887632e-7,4320,3892,3592,6527,7290,5337
ENSMUSG00000029817,Tra2a,101214,transformer 2 alpha,1888.4590513693347,0.8489168180176611,0.13608703461315128,6.23804332595563,4.430779540960023e-10,1.3263453043887632e-7,1340,1178,1406,2705,3049,2002
ENSMUSG00000047810,Ccdc88b,78317,coiled-coil domain containing 88B,8684.813111938764,0.486716613026997,0.07838124771542535,6.209605322871273,5.311783884308298e-10,1.5108001072156874e-7,7406,6873,6815,10812,12359,9005
ENSMUSG00000022994,Adcy6,11512,adenylate cyclase 6,2352.41293850019,0.923836999743248,0.1521992314329027,6.069918954554794,1.2797481650398737e-9,3.53285772854831e-7,1824,1620,1306,2925,4044,2820
ENSMUSG00000071054,Safb,224903,scaffold attachment factor B,3599.1303318859145,0.8634047478999438,0.14391553933011808,5.9993851388031025,1.9806607378511035e-9,5.311566195848702e-7,2384,2316,2725,4395,6254,4150
ENSMUSG00000027433,Xrn2,24128,5'-3' exoribonuclease 2,7465.465363862034,-0.5044171103354599,0.08464997162374752,-5.958857406089807,2.5400761047139044e-9,6.622542866345752e-7,8508,8742,8283,6568,7220,5721
ENSMUSG00000003032,Klf4,16600,Kruppel-like factor 4 (gut),385.6241335000763,1.9255219045816312,0.32385389263902287,5.945650024123301,2.7536191596437666e-9,6.985262008761187e-7,208,94,166,609,853,498
ENSMUSG00000070808,Bicra,243842,BRD4 interacting chromatin remodeling complex associated protein,3042.4464223974833,0.5922520997241885,0.09981533924650891,5.933477802059394,2.965841144873717e-9,7.325627627838081e-7,2465,2274,2335,4076,4547,3048
ENSMUSG00000009013,Dynll1,56455,dynein light chain LC8-type 1,4345.171923131626,0.6186540299560883,0.10458399427813629,5.915379635537791,3.3111097281775685e-9,7.968737412480681e-7,3301,3714,2994,5521,6355,4795
ENSMUSG00000045193,Cirbp,12696,cold inducible RNA binding protein,2455.931677880442,-0.9725410051118514,0.16455738613710147,-5.910041645299203,3.4202125183495887e-9,8.02552867430731e-7,3203,3644,2666,1474,2177,1598
ENSMUSG00000052142,Rasal3,320484,RAS protein activator like 3,18030.165145301078,0.5620388354325403,0.09570409487791891,5.872672806210462,4.28824320303384e-9,9.816939196018446e-7,15281,13814,13393,23294,28310,17300
ENSMUSG00000059981,Taok2,381921,TAO kinase 2,3204.1409793215103,0.6563679568436809,0.1121643740266316,5.85183987821157,4.861645685996922e-9,1.0864620573515979e-6,2685,2258,2314,4424,4850,3239
ENSMUSG00000019726,Lyst,17101,lysosomal trafficking regulator,2542.9681009427086,0.5768078490163129,0.09957145770918736,5.79290353166228,6.917984810393818e-9,1.5100512890780551e-6,1991,1992,1967,3470,3613,2598
ENSMUSG00000119584,Rn18s,19791,18S ribosomal RNA,2578197.0948821865,-1.2650498016960885,0.2206605164920071,-5.733013870389956,9.866156168471974e-9,2.1046304953926806e-6,2298823,4472947,3818519,1626433,1489867,1594861
ENSMUSG00000001774,Chordc1,66917,"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1",2698.603899734118,0.7395848877993528,0.1294801810059104,5.7119543860198405,1.1168602779800026e-8,2.329522348693401e-6,1964,2169,1771,3307,4566,2910
ENSMUSG00000032637,Atxn2l,233871,ataxin 2-like,9706.133952933993,0.5929210105720524,0.10495070334984478,5.649519170877755,1.6089724218210496e-8,3.2830032937418197e-6,8208,7083,7279,13797,13036,10154
ENSMUSG00000035202,Lars2,102436,"leucyl-tRNA synthetase, mitochondrial",104489.12988486339,-1.141748907316005,0.20362060391391856,-5.607236622275631,2.055825128915917e-8,4.105526523405276e-6,93106,173202,151867,67461,70741,65825
ENSMUSG00000036721,Zscan12,22758,zinc finger and SCAN domain containing 12,149.19955040093527,-1.8857665809769377,0.3435806514739801,-5.488570362990157,4.051998583635092e-8,7.923345563749787e-6,235,204,244,77,60,62
ENSMUSG00000056290,Ms4a4b,60361,"membrane-spanning 4-domains, subfamily A, member 4B",10523.541800268658,-0.43772220208487816,0.07981895940354684,-5.483937718003218,4.159612684730146e-8,7.96778054262799e-6,11723,11936,11632,9469,10634,8187
ENSMUSG00000024914,Drap1,66556,Dr1 associated protein 1 (negative cofactor 2 alpha),1646.9466370841594,-0.6160428222309571,0.11252480386819454,-5.474729135742874,4.3818132534670865e-8,8.225539839408415e-6,2033,1973,1811,1347,1630,1156
ENSMUSG00000032050,Rdx,19684,radixin,975.168191044562,1.4233807860032954,0.2603654622035076,5.466857139795095,4.580849500367729e-8,8.430559492245392e-6,543,432,565,1132,1541,1707
ENSMUSG00000024007,Ppil1,68816,peptidylprolyl isomerase (cyclophilin)-like 1,189.4157371029632,2.540265925786935,0.46547998999656276,5.457304245893992,4.834176315759046e-8,8.561052622587623e-6,75,69,20,356,435,249
ENSMUSG00000037266,Rsrp1,27981,arginine/serine rich protein 1,11555.629828974485,0.6880302133141796,0.1260234100305503,5.459542898794668,4.773619879691789e-8,8.561052622587623e-6,9396,8599,7850,16970,18594,10391
ENSMUSG00000056501,Cebpb,12608,"CCAAT/enhancer binding protein (C/EBP), beta",906.7069010201309,0.7998401222404126,0.14821272146598374,5.396568623321471,6.79274387166213e-8,1.1806795181374214e-5,633,679,618,1364,1387,927
ENSMUSG00000027652,Ralgapb,228850,"Ral GTPase activating protein, beta subunit (non-catalytic)",2223.607668592851,0.7781480592813657,0.1445418758199,5.383547535047509,7.303194913523723e-8,1.2240676331845297e-5,1745,1695,1350,3076,3804,2159
ENSMUSG00000031822,Gse1,382034,"genetic suppressor element 1, coiled-coil protein",774.3531019061439,0.9345120126178321,0.17355975048823744,5.38438209313493,7.269393632125251e-8,1.2240676331845297e-5,513,506,531,1230,1265,768
ENSMUSG00000039159,Ube2h,22214,ubiquitin-conjugating enzyme E2H,262.1642054154596,1.5928402698266402,0.29694204676835706,5.3641452504340235,8.133343679654401e-8,1.3392905925830913e-5,106,137,137,525,467,275
ENSMUSG00000074211,Sdhaf1,68332,succinate dehydrogenase complex assembly factor 1,711.5819876492807,-0.8954185409108876,0.16781371927341046,-5.335788663691001,9.513015244856648e-8,1.5394682946245602e-5,897,940,862,477,616,479
ENSMUSG00000025316,Banp,53325,BTG3 associated nuclear protein,728.1012326153891,0.9597496156177627,0.18145909261357365,5.289068747090003,1.22940680614401e-7,1.9322343795175185e-5,440,496,504,1003,1323,764
ENSMUSG00000030793,Pycard,66824,PYD and CARD domain containing,2296.925964062045,-0.6535121128052506,0.1235790409707077,-5.288211558140789,1.2351807241748468e-7,1.9322343795175185e-5,2697,2988,2514,2109,2190,1412
ENSMUSG00000063382,Bcl9l,80288,B cell CLL/lymphoma 9-like,5258.942391401621,0.472981345738084,0.09080120055236775,5.208976785117523,1.8988486712320584e-7,2.921736660358049e-5,4499,4124,4217,6947,7162,5300
ENSMUSG00000061482,H4c4,319156,H4 clustered histone 4,166.6546503460699,-1.5777421003100829,0.30365156099247514,-5.195896557071153,2.0373553058618058e-7,3.0842930485191786e-5,266,241,222,106,92,68
ENSMUSG00000020064,Herc4,67345,hect domain and RLD 4,469.15469901335325,1.703871879403403,0.3283270246208368,5.189557214704126,2.1079472868433382e-7,3.140506862589139e-5,280,154,209,936,1012,403
ENSMUSG00000046574,Prr12,233210,proline rich 12,3933.293190528545,0.5037468844158823,0.09728759424573695,5.177914906020569,2.243795257167211e-7,3.290665981839288e-5,3122,3120,3234,4983,5420,4196
ENSMUSG00000040712,Camta2,216874,calmodulin binding transcription activator 2,2151.282900845855,0.5558949805414864,0.10814893510843172,5.140087417265255,2.746106788352209e-7,3.9653782023805895e-5,1721,1835,1530,2818,3032,2271
ENSMUSG00000065947,ND4L,17720,NADH dehydrogenase subunit 4L,4398.815411957936,0.7546401205460662,0.14729349191707047,5.123377215952932,3.001111020405634e-7,4.267943642049588e-5,3800,3336,2452,6035,6480,4977
ENSMUSG00000020766,Galk1,14635,galactokinase 1,626.7431403270621,-0.916425282280952,0.17932095463279704,-5.110530914569098,3.2125473563660367e-7,4.3976542377617455e-5,742,911,738,498,489,387
ENSMUSG00000024900,Cpt1a,12894,"carnitine palmitoyltransferase 1a, liver",3496.480247532808,-0.6884761567141646,0.13474857930742812,-5.109338890641735,3.232880272805886e-7,4.3976542377617455e-5,4193,4226,4157,3139,2703,2558
ENSMUSG00000036931,Nfkbid,243910,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta",1885.146270912017,0.6628991418047717,0.12968823858120548,5.111482344558881,3.1964070170099385e-7,4.3976542377617455e-5,1484,1394,1379,2654,2992,1775
ENSMUSG00000020719,Ddx5,13207,DEAD box helicase 5,32481.830143695017,0.4434232308456603,0.08686659981644089,5.1046458798049485,3.314145323995931e-7,4.443795430146544e-5,28850,28119,23469,39706,46525,32804
ENSMUSG00000045817,Zfp36l2,12193,"zinc finger protein 36, C3H type-like 2",15922.534556337072,0.48182662832877843,0.09473681477916346,5.0859492104726325,3.65791940628651e-7,4.8356664151274906e-5,13812,12891,12076,18374,24058,16594
ENSMUSG00000035851,Ythdc1,231386,YTH domain containing 1,4920.340555459175,0.4739338183339324,0.0941347745163002,5.034630621565539,4.78771122136221e-7,6.241313544959127e-5,4113,4060,3842,5773,7336,5088
ENSMUSG00000028459,Cd72,12517,CD72 antigen,150.09229932790876,-1.9504737401660597,0.3905852569495474,-4.99372084701601,5.922698783045856e-7,7.512223078063297e-5,192,279,225,69,97,36
ENSMUSG00000037946,Fgd3,30938,"FYVE, RhoGEF and PH domain containing 3",3657.4617718020895,0.42611509488008115,0.085298270159559,4.99558893847425,5.86564831213548e-7,7.512223078063297e-5,3075,3081,2945,4512,5044,3745
ENSMUSG00000048878,Hexim1,192231,hexamethylene bis-acetamide inducible 1,2335.4341658793137,0.6631158701366795,0.1330849065833177,4.9826527076647595,6.271845834911073e-7,7.849006000863377e-5,1970,1788,1526,2851,3813,2474
ENSMUSG00000038384,Setd1b,208043,SET domain containing 1B,4104.157929143283,0.6363266923382411,0.12845589431097582,4.953658964047014,7.283080707001283e-7,8.877791625443382e-5,3466,3027,2888,6154,5992,3846
ENSMUSG00000038759,Nup205,70699,nucleoporin 205,148.21369669904504,2.7714076625335786,0.5592169793269101,4.9558718082368065,7.200668156348261e-7,8.877791625443382e-5,43,23,44,116,501,224
ENSMUSG00000037573,Tob1,22057,transducer of ErbB-2.1,1150.740449081465,0.7273304088739648,0.14755773372826697,4.929124285775293,8.259901792833464e-7,9.939415157376267e-5,933,877,723,1672,1624,1252
ENSMUSG00000008348,Ubc,22190,ubiquitin C,32168.587722907403,0.5896847436582225,0.11984478968649621,4.9204036754604665,8.636589723001798e-7,1.0261143182290492e-4,29485,23100,22436,42452,50439,30980
ENSMUSG00000055204,Ankrd17,81702,ankyrin repeat domain 17,2372.2438279696576,0.8784082460347858,0.17876846495250584,4.913664422123646,8.938969987040545e-7,1.0487646537295319e-4,2057,1344,1480,3557,3285,2839
ENSMUSG00000019872,Smpdl3a,57319,"sphingomyelin phosphodiesterase, acid-like 3A",2939.134518598877,-0.5793757299309686,0.11801460533820342,-4.909356162066615,9.137589228000024e-7,1.0588322530124472e-4,3365,3333,3556,2812,2727,1960
ENSMUSG00000002748,Baz1b,22385,"bromodomain adjacent to zinc finger domain, 1B",7123.160164924141,0.45804115741147317,0.09337270299065811,4.905514596244471,9.318271040331974e-7,1.066601121762877e-4,6067,5618,5808,9590,9810,6861
ENSMUSG00000014039,Prdm15,114604,PR domain containing 15,868.5697761191313,0.8478067445424837,0.17316104849665204,4.896059199819846,9.777762134734755e-7,1.105711751766511e-4,590,554,661,1323,1367,882
ENSMUSG00000022952,Runx1,12394,runt related transcription factor 1,1615.614672371616,0.6679910085311086,0.13650404724933218,4.893561927222466,9.902713453695382e-7,1.1065103390045817e-4,1113,1247,1273,2018,2415,1842
ENSMUSG00000026349,Ccnt2,72949,cyclin T2,2344.994644605328,0.5811737662343202,0.11901935672006782,4.883018882392671,1.0447386216464078e-6,1.1450760493344214e-4,1834,1883,1763,3411,3249,2295
ENSMUSG00000028309,Rnf20,109331,ring finger protein 20,1084.5044935976591,0.916337235679143,0.18769011516325637,4.882181647563569,1.0491853850709594e-6,1.1450760493344214e-4,787,738,669,1659,1974,965
ENSMUSG00000056917,Sipa1,20469,signal-induced proliferation associated gene 1,9227.293424223617,0.4287409826462513,0.08836026474165161,4.85219214654695,1.2210423431453231e-6,1.317322233650805e-4,7920,7699,7325,12389,12031,9163
ENSMUSG00000008682,Rpl10,110954,ribosomal protein L10,1724.8785378116095,-1.1576333705133692,0.2388955061510313,-4.845772903662348,1.2611971547330195e-6,1.345181419809559e-4,3184,1902,1886,1037,1632,792
ENSMUSG00000025199,Chuk,12675,conserved helix-loop-helix ubiquitous kinase,628.2771487444646,1.4020235193004238,0.2897941662348468,4.8379977330676684,1.311536370919282e-6,1.3831550985897057e-4,284,359,361,824,1579,592
ENSMUSG00000043263,Ifi209,236312,interferon activated gene 209,1273.255180647886,0.6941201134299898,0.14394316882514024,4.822181692228794,1.4199651216550368e-6,1.4808658479837974e-4,1088,897,856,1766,1969,1292
ENSMUSG00000020198,Ap3d1,11776,"adaptor-related protein complex 3, delta 1 subunit",5188.762479377015,0.4097376444765462,0.08507876852107352,4.815979963027516,1.464792226016551e-6,1.510828553119928e-4,4502,4427,4076,6757,7094,4996
ENSMUSG00000025571,Tnrc6c,217351,trinucleotide repeat containing 6C,3935.390554132337,0.4929986972078074,0.10280034813907538,4.795690930354096,1.6211507286646604e-6,1.6539261673094023e-4,3540,3008,2992,5015,5500,4082
ENSMUSG00000079641,Rpl39,67248,ribosomal protein L39,10827.79379089045,-0.47211324975283364,0.0987258362188182,-4.782063822750826,1.7350456928275483e-6,1.7510902013848784e-4,11621,13376,11705,9189,11161,8379
ENSMUSG00000038056,Kmt2c,231051,lysine (K)-specific methyltransferase 2C,2197.993312779765,0.699944013536915,0.14654989684961545,4.776148114625928,1.7868480331356378e-6,1.7841867701075633e-4,1838,1609,1447,2789,3812,2152
ENSMUSG00000035697,Arhgap45,70719,Rho GTPase activating protein 45,23086.899426771117,0.84421385013973,0.17746387571384828,4.7571025187175735,1.963914449803474e-6,1.9403474764058322e-4,21079,14363,12909,32519,41570,21744
ENSMUSG00000005442,Cic,71722,capicua transcriptional repressor,9375.660456709169,0.38818371717872724,0.08195955742127953,4.7362837159237925,2.1767280755580513e-6,2.1282051788737362e-4,8145,7712,7816,11716,12359,9574
ENSMUSG00000045983,Eif4g1,208643,"eukaryotic translation initiation factor 4, gamma 1",6489.646599184605,0.8747963858105615,0.1852234450291556,4.722924712219135,2.3247692854759923e-6,2.2265596442324145e-4,4880,4994,3532,7509,9126,9426
ENSMUSG00000078671,Chd2,244059,chromodomain helicase DNA binding protein 2,5932.553717419101,0.5750545457460816,0.1217382240397316,4.723697509817471,2.3159481755325983e-6,2.2265596442324145e-4,4785,4628,4486,8082,9538,5264
ENSMUSG00000028886,Eya3,14050,EYA transcriptional coactivator and phosphatase 3,334.46273443530777,1.4891158786668561,0.31571201178815733,4.716690601135735,2.397117986665864e-6,2.272661557863212e-4,147,249,119,552,537,464
ENSMUSG00000024330,Col11a2,12815,"collagen, type XI, alpha 2",746.1750114319602,1.5805144285602333,0.3356290441200621,4.7091110148228035,2.4879954087798463e-6,2.3352324906807638e-4,451,274,365,690,1941,981
ENSMUSG00000020827,Mink1,50932,misshapen-like kinase 1 (zebrafish),1612.8622264443234,1.0633580542153678,0.22742870085666445,4.67556667302753,2.9314301547119713e-6,2.724198359616491e-4,871,998,1164,1784,3444,1809
ENSMUSG00000058216,Gstp3,225884,glutathione S-transferase pi 3,1347.4999228071051,-0.8076872016110126,0.17294557780934466,-4.6701812896390305,3.0093403845770684e-6,2.7691832205529765e-4,1617,2014,1384,1035,1090,955
ENSMUSG00000020653,Klf11,194655,Kruppel-like factor 11,246.29040422206586,-1.3661808577694488,0.29415304319866153,-4.644455970651896,3.409737533954465e-6,3.1071647081258846e-4,371,353,312,183,123,126
ENSMUSG00000002550,Uck1,22245,uridine-cytidine kinase 1,224.04640125052546,1.9257090914899564,0.4160475552332528,4.628579274814696,3.681829196645657e-6,3.3228508499727054e-4,58,108,105,428,258,401
ENSMUSG00000095562,Erdr1x,170942,erythroid differentiation regulator 1 x,1437.5795426189388,0.7080028862236659,0.15313857372990802,4.623282488397583,3.7771478087176482e-6,3.376410412630843e-4,1236,1045,910,2079,1961,1597
ENSMUSG00000059734,Ndufs8,225887,NADH:ubiquinone oxidoreductase core subunit S8,1497.5194654305858,-0.7622546990250723,0.16535786407528202,-4.609727534204498,4.031970390786685e-6,3.5701956686720593e-4,1644,1983,1860,1198,1158,1119
ENSMUSG00000076467,Trbv13-1,100124673,"T cell receptor beta, variable 13-1",1231.7009691371907,-0.7046669400805311,0.15334678179529934,-4.595250919717259,4.3222882675313124e-6,3.7914951101914856e-4,1451,1575,1426,869,1206,891
ENSMUSG00000072770,Acrbp,54137,proacrosin binding protein,227.97926469293054,1.5835676545460542,0.3458797649454665,4.578376115167446,4.685995589379451e-6,4.0724772779551413e-4,141,104,89,479,417,212
ENSMUSG00000006676,Usp19,71472,ubiquitin specific peptidase 19,5298.566203486632,0.590009192488398,0.12929653171714875,4.563225205290982,5.037372935758844e-6,4.318574593713103e-4,4799,4035,3532,6999,8381,5046
ENSMUSG00000030583,Sipa1l3,74206,signal-induced proliferation-associated 1 like 3,1266.1969482120298,0.6145539510936213,0.13471351556447203,4.561932397937491,5.068496773788559e-6,4.318574593713103e-4,973,933,1008,1607,1986,1297
ENSMUSG00000046805,Mpeg1,17476,macrophage expressed gene 1,82.6721742352476,-1.957122699769475,0.4291620150994464,-4.560335330040721,5.107199871107548e-6,4.318574593713103e-4,129,145,110,39,33,34
ENSMUSG00000028960,Ube4b,63958,ubiquitination factor E4B,412.51667480048036,1.1214442288591415,0.2461836775076394,4.555315121671061,5.2307103517214185e-6,4.383522085826539e-4,315,219,225,528,777,499
ENSMUSG00000036046,5031439G07Rik,223739,RIKEN cDNA 5031439G07 gene,478.32725237685094,-0.9848358679995248,0.21633488410207685,-4.552367372868231,5.304560133936325e-6,4.406070921869588e-4,650,692,516,386,329,296
ENSMUSG00000005142,Man2b1,17159,"mannosidase 2, alpha B1",904.5558134334852,0.9475663614296588,0.2084399345107867,4.5459924157701295,5.467700514600524e-6,4.470751340285254e-4,729,629,452,1468,1445,906
ENSMUSG00000035597,Prpf39,328110,pre-mRNA processing factor 39,2292.1448444282887,0.6509256692662785,0.14319881820458888,4.545607829921457,5.477694482557045e-6,4.470751340285254e-4,1993,1686,1533,3130,3728,2148
ENSMUSG00000042625,Safb2,224902,scaffold attachment factor B2,1660.9829858255139,0.832438807308969,0.18328595627897618,4.541748992715673,5.578944262969025e-6,4.514135418295454e-4,1258,942,1274,2339,2230,2096
ENSMUSG00000009681,Bcr,110279,BCR activator of RhoGEF and GTPase,1155.6544547028689,0.7081615483214856,0.1567264883332937,4.5184547669792305,6.229257736431093e-6,4.926278264642864e-4,979,792,791,1711,1730,1141
ENSMUSG00000031392,Irak1,16179,interleukin-1 receptor-associated kinase 1,1913.1396954347238,0.8070321742044729,0.17863015315081948,4.517894431423828,6.245760851187948e-6,4.926278264642864e-4,1424,1431,1209,3168,2285,2198
ENSMUSG00000037652,Phc3,241915,polyhomeotic 3,4615.630597050693,0.5943571209320829,0.1314612164592999,4.521159448696373,6.1501839658196e-6,4.926278264642864e-4,3852,3338,3533,6749,6948,4144
ENSMUSG00000023030,Slc11a2,18174,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2",213.7262761354585,1.328467163133687,0.29445415311083584,4.5116265099295,6.433239446391053e-6,5.031865453652202e-4,138,121,97,274,404,291
ENSMUSG00000033826,Dnah8,13417,"dynein, axonemal, heavy chain 8",10395.163002184974,0.5233421425475312,0.11613491111290032,4.506329212572137,6.595872732633651e-6,5.116434832107393e-4,9110,7655,8108,14174,15744,9441
ENSMUSG00000021453,Gadd45g,23882,growth arrest and DNA-damage-inducible 45 gamma,559.1536045385636,0.8865438329858242,0.1971982162548312,4.4956990475014225,6.934175583731203e-6,5.334768199090252e-4,414,380,352,928,798,584
ENSMUSG00000000078,Klf6,23849,Kruppel-like factor 6,4813.335164880661,0.43420895168669027,0.09664903091978319,4.492636372599279,7.03468422337822e-6,5.36809318053886e-4,4085,3953,3898,6174,6194,5094
