gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,52-CD8_S38_L002,53-CD8_S40_L002,57-CD8-B_S47_L002,58-CD8-B_S51_L002,60-CD8-B_S55_L002
ENSMUSG00000026360,Rgs2,19735,regulator of G-protein signaling 2,1464.5076005505364,2.5363020264526077,0.2714134592721536,9.344790907769202,9.207121071299587e-21,4.282280468793392e-18,408,553,2057,1220,2646
ENSMUSG00000026826,Nr4a2,18227,"nuclear receptor subfamily 4, group A, member 2",968.6182508011,4.629319164883962,0.49520387888725625,9.348309579654819,8.905966688177037e-21,4.282280468793392e-18,60,102,2435,527,1480
ENSMUSG00000019850,Tnfaip3,21929,"tumor necrosis factor, alpha-induced protein 3",1833.7345365165868,3.280810094247265,0.3577558445414958,9.170528292701942,4.7070649341126497e-20,2.0798166411376743e-17,450,295,1851,2476,2975
ENSMUSG00000027330,Cdc25b,12531,cell division cycle 25B,2822.8162547096185,1.4362358374363566,0.15705291703038962,9.144916659895252,5.96758589966071e-20,2.511216980728652e-17,1801,1742,3975,2313,3837
ENSMUSG00000091971,Hspa1a,193740,heat shock protein 1A,9142.447635851955,3.4425112900075865,0.38873581711623595,8.855657591690967,8.319189175563498e-19,3.341667033838847e-16,2462,868,17573,8377,12823
ENSMUSG00000091575,2010016I18Rik,69206,RIKEN cDNA 2010016I18 gene,1455.0784375288572,-1.6937566427400266,0.1988305994915548,-8.518591439503092,1.6150549730543743e-17,6.2053220856006545e-15,3233,3077,687,524,822
ENSMUSG00000053560,Ier2,15936,immediate early response 2,6331.253780918012,1.3698410649521722,0.1623810007666186,8.43596885402234,3.284702643930563e-17,1.209454886017266e-14,3743,4514,9231,5046,8278
ENSMUSG00000090877,Hspa1b,15511,heat shock protein 1B,14526.314647054936,2.718500236636042,0.32622643079957286,8.333169786313958,7.870616359628894e-17,2.7821054708016216e-14,5656,2784,28643,12240,18808
ENSMUSG00000001020,S100a4,20198,S100 calcium binding protein A4,2203.7514291825114,3.507850522035905,0.42433084549361605,8.266781826702438,1.3762348439870376e-16,4.5043656727086856e-14,352,424,3585,1121,5071
ENSMUSG00000030124,Lag3,16768,lymphocyte-activation gene 3,2033.0168431149336,4.649480939381656,0.5623838412055215,8.2674511582962,1.3685327814395233e-16,4.5043656727086856e-14,171,163,6077,746,2698
ENSMUSG00000050335,Lgals3,16854,"lectin, galactose binding, soluble 3",772.9509303411324,3.2476232568737946,0.41696419825366493,7.788734069916636,6.768389067706387e-15,2.1361519354043333e-12,165,157,1614,452,1306
ENSMUSG00000033083,Tbc1d4,210789,"TBC1 domain family, member 4",601.7559577712999,2.3967119085616195,0.3140835328543998,7.630810462364058,2.3328244490026183e-14,7.108679191667634e-12,205,225,1025,454,954
ENSMUSG00000051359,Ncald,52589,neurocalcin delta,426.2094449706583,2.1240608443341755,0.2806441769256729,7.568519210347706,3.77502504582625e-14,1.111996544332219e-11,182,177,606,400,635
ENSMUSG00000032220,Myo1e,71602,myosin IE,309.3687878159073,4.173727132384409,0.5561103124323897,7.505214413537491,6.132813506388594e-14,1.7482475147082582e-11,37,33,543,169,686
ENSMUSG00000076752,Trgc2,107574,"T cell receptor gamma, constant 2",1282.972740383389,3.465991324778315,0.4728656747905142,7.329758765665948,2.305673810628861e-13,6.367262332664763e-11,222,242,1798,652,3225
ENSMUSG00000026011,Ctla4,12477,cytotoxic T-lymphocyte-associated protein 4,572.4295101563131,2.991588819236733,0.41247065983237113,7.252852410041772,4.080846937823326e-13,1.0928013451377192e-10,152,129,1127,359,965
ENSMUSG00000015312,Gadd45b,17873,growth arrest and DNA-damage-inducible 45 beta,156.32702678093517,3.88402887219418,0.5406019719562095,7.184636893090724,6.738603443094398e-13,1.7514423125478e-10,17,26,302,165,197
ENSMUSG00000024014,Pim1,18712,proviral integration site 1,6008.9107817863205,1.2063001012569632,0.17085560291909974,7.060348508606693,1.6608552444453692e-12,4.1934222271896365e-10,4086,4474,7343,4691,8819
ENSMUSG00000018930,Ccl4,20303,chemokine (C-C motif) ligand 4,1035.5911014731041,4.463474274814964,0.634781473049496,7.031513149513318,2.043056068558534e-12,5.015135132736601e-10,95,98,2864,289,1716
ENSMUSG00000054364,Rhob,11852,ras homolog family member B,398.10531892400525,2.0304804449903555,0.2952150720055683,6.8779701225825525,6.071139879432666e-12,1.4500179220147694e-9,164,191,537,389,584
ENSMUSG00000039210,Gpatch2,67769,G patch domain containing 2,269.39601154123585,3.7344327850248105,0.544725965641117,6.855617357306546,7.100520228866608e-12,1.6512446648024794e-9,24,58,320,372,400
ENSMUSG00000027009,Itga4,16401,integrin alpha 4,16164.097064284126,1.031584467522934,0.15146918428486442,6.810523687662159,9.724409882960161e-12,2.2034515419415113e-9,12286,12967,18257,13224,22567
ENSMUSG00000027368,Dusp2,13537,dual specificity phosphatase 2,5350.5989824432745,1.5244252137930638,0.22412960961586145,6.801534239076199,1.0351079043367266e-11,2.2868121376559136e-9,3149,3246,7169,3774,8776
ENSMUSG00000026475,Rgs16,19734,regulator of G-protein signaling 16,668.0161536803364,4.866115719844688,0.7174588018750284,6.782432255521062,1.1816927894864527e-11,2.5469802879736053e-9,42,53,2173,191,806
ENSMUSG00000019256,Ahr,11622,aryl-hydrocarbon receptor,312.1281101513158,3.0829178122039775,0.455803817039739,6.763694591735275,1.3451649300434638e-11,2.830291068284307e-9,95,49,485,272,547
ENSMUSG00000112023,Lilrb4b,14727,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B",738.803004507449,3.5756764162952432,0.5345433210668955,6.6892172727152355,2.2436740488271704e-11,4.611011062671094e-9,143,105,1702,317,1308
ENSMUSG00000026989,Dapl1,76747,death associated protein-like 1,2707.731167569768,-1.3778985015721605,0.20619404514145556,-6.682532953979728,2.3484712752232703e-11,4.716691058897282e-9,4923,5996,1917,1094,1385
ENSMUSG00000071076,Jund,16478,jun D proto-oncogene,19463.925918096913,1.2337944670340004,0.18618253827635248,6.626800120227536,3.4304162827940745e-11,6.7365752646780524e-9,13185,14129,25862,13694,29065
ENSMUSG00000042284,Itga1,109700,integrin alpha 1,235.33049558041424,2.7816500301093052,0.42209638353344464,6.590082593988637,4.3958196383340054e-11,8.444751770425566e-9,65,67,367,285,276
ENSMUSG00000076757,Trgc4,107576,"T cell receptor gamma, constant 4",512.9696679994821,3.1708153575104814,0.4824143974388877,6.57280415830077,4.937638508727868e-11,9.283810957793228e-9,99,126,548,387,1240
ENSMUSG00000018983,E2f2,242705,E2F transcription factor 2,1122.1359904754447,1.5675041246751633,0.24319510506591116,6.445459189033988,1.1525093725026774e-10,2.1218177760012834e-8,655,654,1825,867,1441
ENSMUSG00000037573,Tob1,22057,transducer of ErbB-2.1,1613.452108405179,1.5078158875823446,0.23509068892449217,6.413762682309524,1.4197115744317066e-10,2.560406363929182e-8,1083,859,1863,1602,2242
ENSMUSG00000089824,Rbm12,75710,RNA binding motif protein 12,439.1194844001191,-1.7479921682498645,0.2749438456985849,-6.357633369856008,2.0488576234439884e-10,3.6211509636749057e-8,935,993,224,160,212
ENSMUSG00000076609,Igkc,16071,immunoglobulin kappa constant,755.7457530112248,4.701385927481294,0.7410205896260432,6.344474085198972,2.2318655049548307e-10,3.834066273667995e-8,22,99,1307,1344,366
ENSMUSG00000088088,Rmrp,19782,RNA component of mitochondrial RNAase P,688.6163818255916,3.50312670168932,0.5522987518576974,6.342811186710628,2.2560987465286383e-10,3.834066273667995e-8,78,166,618,1214,804
ENSMUSG00000019960,Dusp6,67603,dual specificity phosphatase 6,1602.964531082179,1.4009579490741297,0.22158032247728096,6.3225738342256115,2.572420393214284e-10,4.289146983931062e-8,943,1112,2471,1214,2086
ENSMUSG00000028680,Plk3,12795,polo like kinase 3,411.7954907787339,3.3210606890621697,0.5326813015754812,6.23461097515467,4.529021696344833e-10,7.411660135296166e-8,70,94,996,222,597
ENSMUSG00000056501,Cebpb,12608,"CCAAT/enhancer binding protein (C/EBP), beta",814.8128084216237,1.9060599151591204,0.30709525048019515,6.206738502724073,5.409549861646682e-10,8.691671295885769e-8,448,332,1406,637,1087
ENSMUSG00000119584,Rn18s,19791,18S ribosomal RNA,2881819.367319549,1.1981743282747679,0.19350596791627886,6.19192442061096,5.943405127200743e-10,9.3789055551916e-8,2038344,2082376,3050273,3047451,3502720
ENSMUSG00000015806,Qdpr,110391,quinoid dihydropteridine reductase,204.3526963752603,2.5563652761786537,0.41413422299451097,6.172794070710105,6.709357688899659e-10,1.0401858578387068e-7,69,63,337,213,259
ENSMUSG00000024042,Sik1,17691,salt inducible kinase 1,1323.2046654898218,2.0244651143861,0.3283392217330449,6.165773018832591,7.013963651377085e-10,1.0686620135727466e-7,604,579,1629,946,2599
ENSMUSG00000055435,Maf,17132,MAF bZIP transcription factor,480.60594545847107,3.6489508066023304,0.597743728915418,6.1045405080588715,1.0309684214661222e-9,1.5441810068637496e-7,81,73,1126,182,874
ENSMUSG00000021453,Gadd45g,23882,growth arrest and DNA-damage-inducible 45 gamma,640.3985489786655,2.544828851070122,0.4175950469818173,6.094011098701865,1.1011602063696654e-9,1.6218254572814555e-7,248,168,1350,434,866
ENSMUSG00000021025,Nfkbia,18035,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",5024.469249353646,1.309896141286107,0.2157743265743876,6.070676535442802,1.273725119586583e-9,1.845230964227317e-7,3463,3297,6863,3447,7670
ENSMUSG00000026285,Pdcd1,18566,programmed cell death 1,962.2680859519742,4.063579635876794,0.6721064672320574,6.04603561190517,1.484532962387567e-9,2.1159383530030533e-7,63,173,2937,360,1149
ENSMUSG00000043099,Hic1,15248,hypermethylated in cancer 1,350.4099163611623,3.4458688333601235,0.5712388163190255,6.0322736041727145,1.616687493288997e-9,2.2677249806658517e-7,43,86,762,186,604
ENSMUSG00000071552,Tigit,100043314,T cell immunoreceptor with Ig and ITIM domains,726.2841112079464,4.672224966021216,0.8029486344571973,5.8188341887892925,5.925948225468378e-9,8.182438198197508e-7,44,74,2659,178,620
ENSMUSG00000008348,Ubc,22190,ubiquitin C,31264.71507276102,0.8884033138895389,0.15381541353066913,5.7757756098507045,7.659940154451647e-9,1.0413983253059875e-6,27521,25011,39615,22393,41246
ENSMUSG00000031015,Swap70,20947,SWA-70 protein,451.18293337060084,2.722329535912705,0.4716707346881797,5.771673618276169,7.848803138669314e-9,1.0509071717639505e-6,100,164,752,269,882
ENSMUSG00000035202,Lars2,102436,"leucyl-tRNA synthetase, mitochondrial",135532.80590473532,1.1285716393870717,0.19611949628250228,5.754510187816358,8.68933653420255e-9,1.1460845813842976e-6,96912,104307,170477,140968,136208
ENSMUSG00000119206,Gm22634,115488060,"predicted gene, 22634",1903.818457438817,1.828470149296674,0.3178955380417319,5.751795575868198,8.830053327660512e-9,1.1475173714196464e-6,834,1080,1758,2206,2908
ENSMUSG00000068923,Syt11,229521,synaptotagmin XI,1914.649769978041,0.974745407130427,0.17073891205941047,5.70898218439657,1.136537859099441e-8,1.4555920378060521e-6,1492,1590,2496,1451,2448
ENSMUSG00000001025,S100a6,20200,S100 calcium binding protein A6 (calcyclin),2748.39277467089,2.03978021021756,0.3642294532387903,5.600261571598582,2.1402860235605554e-8,2.70195822717209e-6,1071,1369,5198,1442,4417
ENSMUSG00000030122,Ptms,69202,parathymosin,1508.2550819844512,2.3331310282823874,0.4192818710466843,5.56458838169659,2.6277192348581622e-8,3.2705851941467014e-6,575,544,3076,728,2467
ENSMUSG00000003420,Fcgrt,14132,Fc fragment of IgG receptor and transporter,1022.9327701709711,-1.1178768946685684,0.20288337314623908,-5.509948288679126,3.589391314866585e-8,4.405479312427224e-6,1806,2039,749,455,652
ENSMUSG00000033287,Kctd17,72844,potassium channel tetramerisation domain containing 17,209.06343851031838,3.1070072922618883,0.5647120247582409,5.501932234561555,3.7565134831339904e-8,4.54743967814453e-6,26,70,373,182,321
ENSMUSG00000033450,Tagap,72536,T cell activation Rho GTPase activating protein,5475.028892001635,1.585567218023322,0.2901624301170781,5.464412527092357,4.644423286724776e-8,5.5463200790252495e-6,3135,3185,5042,4850,9934
ENSMUSG00000025888,Casp1,12362,caspase 1,652.065396224471,1.780961686113526,0.3290046545319525,5.413180821551451,6.191490970605265e-8,7.29522742763183e-6,344,329,1127,444,928
ENSMUSG00000048878,Hexim1,192231,hexamethylene bis-acetamide inducible 1,2366.634268087527,1.1752649397973418,0.2173656312199876,5.406857253380137,6.414022129091912e-8,7.4579886256296345e-6,1771,1652,2470,2218,3297
ENSMUSG00000006310,Zbtb32,58206,zinc finger and BTB domain containing 32,280.5954039809082,2.893054092903997,0.5412324421441651,5.345307981618349,9.026344255234368e-8,1.0359195348507287e-5,70,77,512,145,551
ENSMUSG00000020463,Ppp4r3b,104570,protein phosphatase 4 regulatory subunit 3B,232.59955551461326,4.217324246293533,0.7947793670783835,5.306283002534976,1.1188320898314054e-7,1.25153407314432e-5,27,24,142,507,218
ENSMUSG00000027907,S100a11,20195,S100 calcium binding protein A11,3483.1242751935038,1.1816428629016973,0.22261689884057964,5.307965698272956,1.1085549686378813e-7,1.25153407314432e-5,2292,2740,4978,2340,4915
ENSMUSG00000024424,Ttc39c,72747,tetratricopeptide repeat domain 39C,342.7642927673759,2.6310380458335927,0.5014425519505509,5.246938129999484,1.546478038657942e-7,1.7082783034525292e-5,95,117,562,188,694
ENSMUSG00000040459,Arglu1,234023,arginine and glutamate rich 1,2549.3467434384697,-0.8701068083597432,0.1672508891630896,-5.2024046790644265,1.967262679736368e-7,2.1462592963988002e-5,4445,4446,2051,1333,1680
ENSMUSG00000028793,Rnf19b,75234,ring finger protein 19B,1835.5412687013957,1.450986468007334,0.2803444581493723,5.175727309131339,2.2702483923382809e-7,2.4466079320845593e-5,1096,1191,2105,1342,3215
ENSMUSG00000000078,Klf6,23849,Kruppel-like factor 6,6159.349147972429,1.358001442103861,0.2635199987290683,5.153314544070173,2.559221613982266e-7,2.7042693473718475e-5,3989,4086,6668,4464,10919
ENSMUSG00000035042,Ccl5,20304,chemokine (C-C motif) ligand 5,28720.400648888404,1.7696802976593344,0.34360552249095205,5.150325538513236,2.600347167964489e-7,2.7042693473718475e-5,14607,15230,55552,13992,43157
ENSMUSG00000047898,Ccr4,12773,chemokine (C-C motif) receptor 4,103.21511294727075,3.0399232275434933,0.5902456115895328,5.150268240634561,2.601141728263065e-7,2.7042693473718475e-5,30,19,151,109,161
ENSMUSG00000028248,Pnisr,66625,PNN interacting serine/arginine-rich,1730.2829339140176,-1.6810057088898833,0.3268885685858349,-5.142442625516536,2.711892740374526e-7,2.7759645364320662e-5,3534,3961,1144,380,1030
ENSMUSG00000031880,Rrad,56437,Ras-related associated with diabetes,848.1454514589046,1.3635522320072273,0.2652313888078842,5.1409911856054595,2.732928761679187e-7,2.7759645364320662e-5,574,534,1023,667,1327
ENSMUSG00000032578,Cish,12700,cytokine inducible SH2-containing protein,772.7559072609544,1.6963825056603117,0.3322344400310281,5.1059802996398655,3.2908397653011076e-7,3.304676250677942e-5,377,462,1277,499,1166
ENSMUSG00000033350,Chst2,54371,carbohydrate sulfotransferase 2,416.8328635585958,3.4649642440505746,0.6804981788910724,5.091805314890068,3.5467018128950936e-7,3.5215959461296566e-5,69,82,1170,135,590
ENSMUSG00000027562,Car2,12349,carbonic anhydrase 2,419.9340389075417,2.429705787159326,0.47883068647086285,5.074248279839883,3.8903083758475444e-7,3.8198505685960834e-5,173,120,498,291,920
ENSMUSG00000117310,Ptp4a1,19243,protein tyrosine phosphatase 4a1,1266.8393370781737,1.0219905086692318,0.20488184708513574,4.988194528744941,6.094618434034032e-7,5.9184772639075543e-5,1018,970,1526,984,1745
ENSMUSG00000076754,Trgv2,21636,T cell receptor gamma variable 2,316.16698439877484,2.9582967856145417,0.593585536921916,4.983775044376957,6.235557071547011e-7,5.989523678397928e-5,70,89,369,174,813
ENSMUSG00000036817,Sun1,77053,Sad1 and UNC84 domain containing 1,888.2409969502424,1.6841037359546398,0.34005784873538697,4.952403663722258,7.330234813129731e-7,6.965299467056713e-5,618,347,1066,849,1322
ENSMUSG00000038179,Slamf7,75345,SLAM family member 7,1453.6274723135007,0.976599702644007,0.19757503321096934,4.9429307274932865,7.695683421214146e-7,7.234761105666958e-5,1222,1113,1932,1084,1850
ENSMUSG00000085795,Zfp703,353310,zinc finger protein 703,616.6837253218674,1.44945381402776,0.2943254234131561,4.924663990011848,8.450543492130803e-7,7.860784509469465e-5,346,424,887,447,910
ENSMUSG00000042406,Atf4,11911,activating transcription factor 4,5554.296698330158,0.8546416175644858,0.1747848074618284,4.889679085816041,1.0100049938865708e-6,9.297306386432944e-5,4814,4685,5998,4350,7669
ENSMUSG00000026483,Niban1,63913,niban apoptosis regulator 1,1197.5701147136112,1.7759199240684014,0.3692211908255674,4.809907903978908,1.509998521886562e-6,1.375655354423871e-4,546,696,1844,669,2137
ENSMUSG00000031591,Asah1,11886,N-acylsphingosine amidohydrolase 1,100.51187768065172,3.1997072638839246,0.6710935574673785,4.767900433971102,1.8615573721875857e-6,1.678630867145071e-4,27,16,172,128,104
ENSMUSG00000000278,Scpep1,74617,serine carboxypeptidase 1,318.67332188849406,1.6220404425193897,0.3414962427910485,4.749804651619164,2.0361324092895447e-6,1.817505262716334e-4,161,200,495,263,416
ENSMUSG00000056749,Nfil3,18030,"nuclear factor, interleukin 3, regulated",220.67312526465687,2.1190171158328526,0.44669389996890024,4.743778941195264,2.097677555262868e-6,1.8537176555857965e-4,110,76,274,201,376
ENSMUSG00000119895,Gm22513,115488051,"predicted gene, 22513",521.0207117462145,2.3461128592621274,0.501528854918631,4.677921990436154,2.897967475758344e-6,2.535578077552127e-4,138,247,404,662,893
ENSMUSG00000006494,Pdk1,228026,"pyruvate dehydrogenase kinase, isoenzyme 1",4462.196469535636,-0.7968549030985154,0.1704716081980573,-4.674414182640393,2.9479386937473086e-6,2.5520322664241476e-4,6789,8441,3199,2520,3323
ENSMUSG00000034765,Dusp5,240672,dual specificity phosphatase 5,1429.0339971284266,1.859403184475907,0.3979400883090306,4.6725706685573725,2.974531214684703e-6,2.5520322664241476e-4,735,673,2000,749,2872
ENSMUSG00000002550,Uck1,22245,uridine-cytidine kinase 1,503.1351191572364,2.140586464844745,0.45960587059585817,4.657439344866443,3.20166709272435e-6,2.720493471000488e-4,188,232,408,676,753
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",1560.695053936796,1.408500135481207,0.3026601438770363,4.653735101815875,3.2597553633749862e-6,2.7434722043947384e-4,967,1024,2427,930,2387
ENSMUSG00000026669,Mcm10,70024,minichromosome maintenance 10 replication initiation factor,142.26005393070852,2.253096713453857,0.48457210895987946,4.6496623965627455,3.324788068703667e-6,2.771806807842859e-4,53,58,244,118,201
ENSMUSG00000014959,Gorasp2,70231,golgi reassembly stacking protein 2,628.2194461081027,2.149085270491509,0.4627784225083145,4.643875267224451,3.419340454175397e-6,2.8239917377147645e-4,312,208,1001,333,1214
ENSMUSG00000038615,Nfe2l1,18023,"nuclear factor, erythroid derived 2,-like 1",1072.9482897298756,2.284340917600994,0.49668838127067044,4.599143051740004,4.2423240753749e-6,3.439396133402568e-4,444,375,638,1311,2081
ENSMUSG00000003154,Foxj2,60611,forkhead box J2,403.9538244309837,3.1132635828616118,0.6801352417910036,4.5774184185242905,4.707492818904524e-6,3.781828549150844e-4,112,71,1093,136,575
ENSMUSG00000058297,Spock2,94214,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",367.3494675770869,2.4226303050229037,0.5309051013055649,4.563207810709183,5.0377904862705075e-6,4.010716624069592e-4,133,125,375,243,880
ENSMUSG00000037465,Klf10,21847,Kruppel-like factor 10,790.243057827355,1.5364081826566527,0.33938154448358565,4.527082299052245,5.980365395825728e-6,4.71861508954571e-4,410,530,1444,564,916
ENSMUSG00000022462,Slc38a2,67760,"solute carrier family 38, member 2",5912.535955884625,0.8320474594407035,0.18454739450935412,4.5085841588434326,6.526168115578754e-6,5.103694481183137e-4,5330,4892,6007,5249,7534
ENSMUSG00000024521,Pmaip1,58801,phorbol-12-myristate-13-acetate-induced protein 1,618.2132088688512,1.3707334336000456,0.3051924906276295,4.491373397756699,7.076536092573649e-6,5.485556969304678e-4,374,432,852,429,950
ENSMUSG00000089929,Bcl2a1b,12045,B cell leukemia/lymphoma 2 related protein A1b,441.47708038553344,1.980235586624896,0.44110861409116264,4.489224475257349,7.1482939368296584e-6,5.492997697370756e-4,220,185,907,274,566
ENSMUSG00000037072,Selenof,93684,selenoprotein F,925.4490240175387,2.8778470185426652,0.6419388904142866,4.483054479976117,7.3582133916571435e-6,5.605563081213292e-4,328,158,398,1350,1790
ENSMUSG00000028214,Gem,14579,GTP binding protein (gene overexpressed in skeletal muscle),370.3867164702356,2.3220353084078216,0.5197677347781526,4.467447963846608,7.91582578049643e-6,5.978816446345894e-4,169,107,743,196,591
ENSMUSG00000047945,Marcksl1,17357,MARCKS-like 1,305.00215909934974,2.4402809113959205,0.5487014543652292,4.447374600490141,8.692617320540298e-6,6.509886378102933e-4,139,72,354,218,667
ENSMUSG00000020644,Id2,15902,inhibitor of DNA binding 2,4015.4481676290943,1.6811629586008523,0.3781776101101394,4.445432288049086,8.771530606569753e-6,6.513782854643438e-4,2072,2321,8592,2074,4888
ENSMUSG00000022533,Atp13a3,224088,ATPase type 13A3,1127.227085846464,2.622289583793994,0.5921774993351051,4.428215504199825,9.501594123808701e-6,6.997132272674791e-4,514,180,1213,1983,893
ENSMUSG00000037944,Ccr7,12775,chemokine (C-C motif) receptor 7,6197.937076063313,-0.8359453126355186,0.19112341273023445,-4.373850909702167,1.2207376506975379e-5,8.902335617397255e-4,10069,11334,4033,3737,4463
ENSMUSG00000060860,Ube2s,77891,ubiquitin-conjugating enzyme E2S,2771.588850265245,0.8916983657920862,0.20393911708455847,4.372375337009843,1.2290199675483368e-5,8.902335617397255e-4,2149,2510,3948,1915,3340
ENSMUSG00000000290,Itgb2,16414,integrin beta 2,1022.9516520241519,1.3101251499481577,0.30040600418059227,4.36118163990012,1.293619173648885e-5,9.294075315069265e-4,745,629,1039,1130,1282
ENSMUSG00000008384,Sertad1,55942,SERTA domain containing 1,911.4584168468629,1.180643332289307,0.2713295575913485,4.351325903341069,1.3531674341901348e-5,9.643500496724372e-4,695,619,940,837,1309
ENSMUSG00000075010,AW112010,107350,expressed sequence AW112010,5571.914197978623,0.9658079246357082,0.22208850501047545,4.34875242458025,1.3691416718957859e-5,9.679283963634447e-4,4503,4502,8736,3717,6402
ENSMUSG00000049044,Rapgef4,56508,Rap guanine nucleotide exchange factor (GEF) 4,886.3158397545147,-0.9703593400467556,0.22360693881029345,-4.3395761563106126,1.427577882278889e-5,0.0010012306147379796,1483,1707,605,472,603
ENSMUSG00000041607,Mbp,17196,myelin basic protein,597.6436627802941,2.6279752081142917,0.6065974322882088,4.332321681944869,1.4754515233736489e-5,0.0010266586702403885,191,178,404,1132,589
ENSMUSG00000036931,Nfkbid,243910,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta",1636.6700086001113,0.906470533745991,0.20981069740453107,4.320420955458942,1.5573183381333503e-5,0.0010668234227972416,1512,1210,1873,1363,2094
ENSMUSG00000112148,Lilrb4a,14728,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A",414.73193842669116,3.037218590369697,0.7028518146007445,4.321278720885129,1.5512757139859824e-5,0.0010668234227972416,97,101,751,106,994
ENSMUSG00000023067,Cdkn1a,12575,cyclin-dependent kinase inhibitor 1A (P21),107.70791763635354,2.6624341097490913,0.6169804522432949,4.315264932736004,1.594116036662945e-5,0.0010836310319992648,35,30,157,145,112
ENSMUSG00000007670,Khsrp,16549,KH-type splicing regulatory protein,395.25672737268854,-1.2598185190334485,0.292137670162245,-4.31241379563882,1.614818505131695e-5,0.0010893245137289151,717,828,241,168,265
