gene_id,gene_symbol,gene_entrez,gene_desc,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,55-CD4_S41_L002,56-CD4_S43_L002,SRR6927754,SRR6927756
ENSMUSG00000047898,Ccr4,12773,chemokine (C-C motif) receptor 4,864.6927984860058,4.963142337918528,0.35333932218266373,14.04639117791923,8.106077098911479e-45,4.1801759692176145e-42,2196,2561,31,49
ENSMUSG00000009090,Ap1b1,11764,"adaptor protein complex AP-1, beta 1 subunit",910.817634821686,-5.288416946827048,0.3797480141465107,-13.926121401089729,4.3958737041357477e-44,2.1535385276561028e-41,47,84,681,2323
ENSMUSG00000090137,Uba52,22186,ubiquitin A-52 residue ribosomal protein fusion product 1,19477.258810454237,-4.382928997439549,0.3306523441051925,-13.255399744104583,4.198736459258994e-40,1.9590104679914104e-37,1971,3155,13589,50227
ENSMUSG00000073982,Rhog,56212,ras homolog family member G,1438.841958750252,-6.013727782863982,0.4623861489585998,-13.005856244630777,1.1332246178213825e-38,5.04697036609723e-36,49,77,822,4350
ENSMUSG00000025132,Arhgdia,192662,Rho GDP dissociation inhibitor (GDI) alpha,1092.259209422392,-3.8340438063820725,0.3084714871312047,-12.429167577330437,1.8151462386954738e-35,7.732522976842718e-33,159,252,1009,2119
ENSMUSG00000117748,Derpc,116621581,DERPC proline and glycine rich nuclear protein,671.0597866887772,-4.406140547854959,0.35492665653795885,-12.414228310810827,2.1878616724677716e-35,8.931945277849677e-33,83,88,696,1178
ENSMUSG00000021250,Fos,14281,FBJ osteosarcoma oncogene,4094.337028491888,5.498672415076476,0.44445114720625783,12.371826351760298,3.712819532263879e-35,1.4551282310848596e-32,8415,14704,114,125
ENSMUSG00000020914,Top2a,21973,topoisomerase (DNA) II alpha,2116.069407522285,4.379689012945655,0.36296468259271764,12.066432969898894,1.5887266963685212e-33,5.765312655932878e-31,6085,5250,112,167
ENSMUSG00000055435,Maf,17132,MAF bZIP transcription factor,3412.641100595235,4.983322938588172,0.41338541969391673,12.05490736049176,1.827378407500199e-33,6.3945191559596255e-31,10292,8228,129,160
ENSMUSG00000092837,Rpph1,85029,ribonuclease P RNA component H1,554.309054027923,4.510517689975848,0.380106762149817,11.86644947978603,1.7681347702225602e-32,5.774728159546882e-30,1596,1388,21,53
ENSMUSG00000027907,S100a11,20195,S100 calcium binding protein A11,2725.2996144063027,2.7400953543788145,0.23185058429781882,11.818367258712975,3.137225227996451e-32,9.915655736744912e-30,5959,7559,328,792
ENSMUSG00000050232,Cxcr3,12766,chemokine (C-X-C motif) receptor 3,1883.5211764534754,6.621414943078515,0.5789192972914929,11.43754401357354,2.7146152850988797e-30,8.311812676062132e-28,5326,5191,30,17
ENSMUSG00000012848,Rps5,20103,ribosomal protein S5,5192.43029334073,-3.394135784041787,0.30014112900856915,-11.308466104773276,1.1915433520422402e-29,3.537800534336324e-27,1113,1463,3535,12646
ENSMUSG00000022015,Tnfsf11,21943,"tumor necrosis factor (ligand) superfamily, member 11",561.5565009490177,3.7536418331461787,0.3343959310144097,11.22514206963968,3.0689281597709154e-29,8.591245174124408e-27,1269,1722,33,92
ENSMUSG00000057322,Rpl38,67671,ribosomal protein L38,2012.0848985928471,-4.228192921994964,0.37664168233177353,-11.226035567328585,3.0380624203904796e-29,8.591245174124408e-27,216,372,1344,5290
ENSMUSG00000107176,Gm9794,100042008,predicted pseudogene 9794,8054.848393783169,-3.9502174644899966,0.35769884389456336,-11.043416918770857,2.3588876712797586e-28,6.420105945333077e-26,966,1870,5812,19761
ENSMUSG00000002489,Tiam1,21844,T cell lymphoma invasion and metastasis 1,1032.9186256789949,3.089761119281101,0.28790570527142423,10.731850959216723,7.213655670037203e-27,1.8122922629493464e-24,2231,3053,108,226
ENSMUSG00000005824,Tnfsf14,50930,"tumor necrosis factor (ligand) superfamily, member 14",386.25505183301345,4.363004951091444,0.40646203246563434,10.734102087284938,7.040000908258587e-27,1.8122922629493464e-24,1027,1053,20,34
ENSMUSG00000054717,Hmgb2,97165,high mobility group box 2,2992.734326801661,2.77993867230751,0.2624734741008211,10.591312824394903,3.269735695920639e-26,8.009217587157605e-24,7582,7145,331,897
ENSMUSG00000024812,Tjp2,21873,tight junction protein 2,442.80148733500357,4.434505106711828,0.42567900151673915,10.417486159550316,2.06334805225224e-25,4.9308985892603534e-23,1178,1211,24,33
ENSMUSG00000031246,Sh3bgrl,56726,SH3-binding domain glutamic acid-rich protein like,1117.9070713287856,2.6762775784881865,0.2592653914592791,10.322540788898658,5.572855942046701e-25,1.300067679051752e-22,2618,2862,141,335
ENSMUSG00000052684,Jun,16476,jun proto-oncogene,2957.2952667176032,4.268615419120736,0.41362972641268836,10.31989517808939,5.728566421911437e-25,1.3053138093462387e-22,7217,8782,186,207
ENSMUSG00000006333,Rps9,76846,ribosomal protein S9,5216.940919397589,-3.3296680731929715,0.32453207643002713,-10.259904382397425,1.0681245111791546e-24,2.378519081939399e-22,1229,1456,3332,13156
ENSMUSG00000026223,Itm2c,64294,integral membrane protein 2C,623.3486961028105,-3.574386900321862,0.349814159928436,-10.217959447533799,1.6477283799171601e-24,3.587653925872963e-22,126,149,431,1528
ENSMUSG00000054892,Txk,22165,TXK tyrosine kinase,1220.7090929050757,-3.145588240551877,0.3093863839425035,-10.167183831646756,2.7782514413709926e-24,5.917675570120214e-22,314,393,839,2873
ENSMUSG00000030844,Rgs10,67865,regulator of G-protein signalling 10,504.5352518050007,-5.6168116129877035,0.5525814269037286,-10.164676805118662,2.8506586211979108e-24,5.942713440531304e-22,14,45,342,1384
ENSMUSG00000029075,Tnfrsf4,22163,"tumor necrosis factor receptor superfamily, member 4",1156.6972205230807,2.561661931393475,0.2533636293230081,10.110614290765724,4.957246595700086e-24,1.01189796134728e-21,2574,3052,154,376
ENSMUSG00000036499,Eea1,216238,early endosome antigen 1,1032.1156096151058,3.920972139242766,0.3895590618281466,10.065154487338038,7.876357784172208e-24,1.574950072843251e-21,2800,2652,77,104
ENSMUSG00000028391,Wdr31,71354,WD repeat domain 31,242.35104973147344,-5.146725689754696,0.5120253450022382,-10.051701033924793,9.029513457665237e-24,1.76942345716408e-21,17,21,162,662
ENSMUSG00000011256,Adam19,11492,a disintegrin and metallopeptidase domain 19 (meltrin beta),2798.514642109866,2.5735054999300555,0.25639190215477603,10.037389942122697,1.0440001470264633e-23,2.0057085177578998e-21,6798,6737,344,964
ENSMUSG00000059070,Rpl18,19899,ribosomal protein L18,4506.750211068282,-5.039785466845624,0.5027191324261372,-10.025052045509929,1.1829726132417764e-23,2.2289933970274856e-21,492,240,2776,12846
ENSMUSG00000001642,Akr1b3,11677,"aldo-keto reductase family 1, member B3 (aldose reductase)",547.2187017320882,-2.9245333658551353,0.2939472587429755,-9.949177203970178,2.5427680244296e-23,4.700762472332307e-21,173,188,454,1062
ENSMUSG00002076161,Rn7sk,19817,"RNA, 7SK, nuclear",1936.0129309553242,3.363525105652968,0.33815441366310617,9.94671360109454,2.6064885386949312e-23,4.7293286485431364e-21,5669,4182,164,370
ENSMUSG00000090877,Hspa1b,15511,heat shock protein 1B,6010.544403474622,6.928779652756194,0.6972958285872726,9.936642912082181,2.883823226365663e-23,5.137399994896504e-21,18090,15371,80,29
ENSMUSG00000012889,Podnl1,244550,podocan-like 1,1017.047278762414,3.333479780336034,0.33653546585087135,9.90528523318608,3.948417606386136e-23,6.9083206620306e-21,2733,2469,99,174
ENSMUSG00000068220,Lgals1,16852,"lectin, galactose binding, soluble 1",4267.4030172636785,3.3526698956018355,0.33934992225000393,9.879683700448517,5.099361123731569e-23,8.765533384267002e-21,9892,12245,443,633
ENSMUSG00000032562,Gnai2,14678,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",3071.7632585296824,2.6582244629454292,0.27039188614349985,9.831006768948242,8.278696627608622e-23,1.3985287854708496e-20,6559,8575,438,821
ENSMUSG00000004612,Nkg7,72310,natural killer cell group 7 sequence,722.6955855049391,5.5772795140975955,0.57338157333203,9.726994681197997,2.313263858928267e-22,3.8415863203015524e-20,2451,1466,21,19
ENSMUSG00000010406,Mrpl52,68836,mitochondrial ribosomal protein L52,406.04299384298275,-3.17385802588192,0.32790387045956204,-9.679233189390878,3.694767160060288e-22,6.03355477237845e-20,114,115,346,796
ENSMUSG00000060636,Rpl35a,57808,ribosomal protein L35A,5726.276837999735,-2.5715068925404796,0.26657676169788813,-9.64640307040256,5.091016018087642e-22,8.177340154954544e-20,1889,2845,4171,11816
ENSMUSG00000015127,Unkl,74154,unkempt family like zinc finger,554.1436354079528,-3.696890969860006,0.3880820487917967,-9.526055073584097,1.6337381782764165e-21,2.581833333992311e-19,123,100,390,1356
ENSMUSG00000020644,Id2,15902,inhibitor of DNA binding 2,1759.754225118338,2.3254797362952075,0.24497151689457494,9.492857642286603,2.247858560747607e-21,3.495955266381754e-19,3846,4490,286,618
ENSMUSG00000012443,Kif11,16551,kinesin family member 11,545.570475501944,5.002893757966164,0.5286192803005303,9.464077350947022,2.961640517474658e-21,4.53408652972136e-19,1673,1280,23,22
ENSMUSG00000034614,Pik3ip1,216505,phosphoinositide-3-kinase interacting protein 1,1288.3066975121933,-3.1190822006593044,0.33017563498761293,-9.446736434008287,3.4955958036532524e-21,5.269207336029933e-19,359,396,842,3128
ENSMUSG00000074398,Gm15441,100038464,predicted gene 15441,384.7458188254791,-5.18374580553627,0.5493650267418738,-9.435886074291219,3.877033319176892e-21,5.755632191105332e-19,30,28,484,500
ENSMUSG00000099974,Bcl2a1d,12047,B cell leukemia/lymphoma 2 related protein A1d,285.99050160702893,4.006804735849434,0.42544332725964357,9.41795176729643,4.599728958246697e-21,6.726588706403155e-19,753,767,18,33
ENSMUSG00000038965,Ube2l3,22195,ubiquitin-conjugating enzyme E2L 3,1687.3645482162276,-2.1686821845993443,0.23334125338626585,-9.294036751441354,1.485451015436733e-20,2.109340441920161e-18,812,932,1268,3100
ENSMUSG00000024190,Dusp1,19252,dual specificity phosphatase 1,2037.7808668483092,3.111238018516767,0.33745161809961377,9.2198047116738,2.976418042013423e-20,4.1661348536639305e-18,3773,6779,216,424
ENSMUSG00000119584,Rn18s,19791,18S ribosomal RNA,618006.757742651,3.9457976080902584,0.43018316328929207,9.172366435542633,4.627469672139039e-20,6.385908147551874e-18,2079887,1123552,28210,100123
ENSMUSG00000026463,Atp2b4,381290,"ATPase, Ca++ transporting, plasma membrane 4",850.3257848128037,4.796383419567795,0.523299654884115,9.165653703001118,4.924757190890496e-20,6.7017737439368175e-18,2450,2158,42,35
ENSMUSG00000058297,Spock2,94214,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",407.178212938086,4.004837800368964,0.4421732975204586,9.05716790866067,1.3388141699229007e-19,1.7969453749184357e-17,954,1228,30,38
ENSMUSG00000027634,Ndrg3,29812,N-myc downstream regulated gene 3,859.4565674419177,-4.71743094979451,0.5226667024616988,-9.025696352141747,1.7855610160114268e-19,2.3641793020108054e-17,115,59,522,2440
ENSMUSG00000060860,Ube2s,77891,ubiquitin-conjugating enzyme E2S,1936.756760332725,2.101733498617047,0.23496603593850843,8.944839581696307,3.724903806960975e-19,4.866214333413817e-17,4211,4701,343,806
ENSMUSG00000038256,Bcl9,77578,B cell CLL/lymphoma 9,366.106957387001,-5.022210684957185,0.5621374562590039,-8.934132798016593,4.103842023899302e-19,5.2907163355480744e-17,38,23,211,1078
ENSMUSG00000031818,Cox4i1,12857,cytochrome c oxidase subunit 4I1,1450.321599003403,-5.387414884008775,0.6080588440865795,-8.860022243573647,7.9998475903580705e-19,1.017954632341927e-16,67,129,560,4986
ENSMUSG00000026009,Icos,54167,inducible T cell co-stimulator,2387.6709447634385,2.4615575594093295,0.2779708343401372,8.855452642190729,8.334489983979714e-19,1.0469401649106825e-16,5991,5375,357,777
ENSMUSG00000029577,Ube3b,117146,ubiquitin protein ligase E3B,1089.9149752131066,-2.744628537423836,0.31097482654540154,-8.825886544945552,1.0859607635644268e-18,1.3300304451755317e-16,348,461,733,2466
ENSMUSG00000045382,Cxcr4,12767,chemokine (C-X-C motif) receptor 4,3862.7233728880447,-2.066802095445937,0.23719951786514412,-8.713348635982403,2.9502752927669397e-18,3.5687404096951206e-16,1964,2266,2634,7564
ENSMUSG00000028936,Rpl22,19934,ribosomal protein L22,4030.7013472012445,-2.626795522468574,0.30208775464804805,-8.695471703343165,3.453918807110224e-18,4.1270117648860944e-16,1380,1827,3799,6301
ENSMUSG00000029614,Rpl6,19988,ribosomal protein L6,2127.5600598807564,-4.59537824026295,0.53203773252470965,-8.637316414488563,5.75488317663686e-18,6.793535586106981e-16,256,219,933,6886
ENSMUSG00000003779,Kif20a,19348,kinesin family member 20A,388.1135219010783,3.5591060958808067,0.4135076356365032,8.607110943434824,7.492492500951136e-18,8.739457324323718e-16,1066,942,34,56
ENSMUSG00000035051,Dhx57,106794,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,440.4026917624723,-3.8948745909692644,0.45385954839250164,-8.581673790414438,9.350248635399147e-18,1.0778086603487159e-15,80,77,263,1209
ENSMUSG00000052384,Nrros,224109,negative regulator of reactive oxygen species,582.1833759422826,-2.5910393578093447,0.30198929580146255,-8.57990463182767,9.495183163361337e-18,1.081788425983888e-15,197,277,475,1082
ENSMUSG00000022708,Zbtb20,56490,zinc finger and BTB domain containing 20,1632.2715307363985,-2.1656038323055182,0.2524684989522767,-8.57771896807956,9.677303631143142e-18,1.089864608941845e-15,827,857,1160,3158
ENSMUSG00000027347,Rasgrp1,19419,RAS guanyl releasing protein 1,580.1568848783085,-3.1213370145777697,0.36406728409632094,-8.573516904507027,1.0037179055323444e-17,1.1175486407279445e-15,134,210,401,1356
ENSMUSG00000022191,Drosha,14000,"drosha, ribonuclease type III",898.1239671549203,-3.723248645047609,0.43513667106553217,-8.55650395065619,1.16341852790108e-17,1.2808061501544697e-15,127,239,553,2396
ENSMUSG00000019464,Ptger1,19216,prostaglandin E receptor 1 (subtype EP1),248.50688901315368,-3.5529368181678147,0.41644328472876996,-8.531622308381912,1.4430953384381085e-17,1.5710497917796207e-15,45,67,185,576
ENSMUSG00000118866,Rn7s1,103948,7S RNA 1,4472.829737296533,5.224958623556904,0.6145311529000025,8.502349472276661,1.857914933981002e-17,2.0004231344116325e-15,13230,11217,177,96
ENSMUSG00000078606,Gvin2,100042856,"GTPase, very large interferon inducible, family member 2",2409.0194562849283,3.3001231307482426,0.38822498426978275,8.500542892558771,1.8870606145830678e-17,2.0097195545309673e-15,7410,4732,231,435
ENSMUSG00000021253,Tgfb3,21809,"transforming growth factor, beta 3",192.32108270197352,4.0504149093057285,0.4778784192951188,8.475827209942185,2.334149824514049e-17,2.459139782858995e-15,458,575,11,23
ENSMUSG00000073102,Drc1,381738,dynein regulatory complex subunit 1,334.8832535912805,3.666297597810604,0.43307132634680723,8.4658054568928,2.543884789625404e-17,2.6515939541223096e-15,655,1135,25,50
ENSMUSG00000010376,Nedd8,18002,"neural precursor cell expressed, developmentally down-regulated gene 8",280.35335043223927,3.318154156271743,0.3922586177969587,8.45909817076164,2.6945313833616176e-17,2.7790545783344346e-15,658,794,21,62
ENSMUSG00000075010,AW112010,107350,expressed sequence AW112010,2514.057078669454,2.303048143256099,0.27255896508585054,8.44972442029447,2.919912166719587e-17,2.980135355158179e-15,6201,5560,379,975
ENSMUSG00000040270,Bach2,12014,"BTB and CNC homology, basic leucine zipper transcription factor 2",3716.5959733441673,-2.080897696655235,0.24735936075173298,-8.412447745382753,4.01541731226896e-17,4.014597839348089e-15,1813,2233,3044,6064
ENSMUSG00000095597,Rps7-ps3,624124,"ribosomal protein S7, pseudogene 3",11670.721404700344,-4.063668118238629,0.48303609392783736,-8.412762874912028,4.004640250726192e-17,4.014597839348089e-15,1190,2645,6261,34118
ENSMUSG00000035891,Cerk,223753,ceramide kinase,410.21672462028414,-3.1062033583801676,0.36966236170812355,-8.40281207972358,4.3591195935470086e-17,4.314207452280161e-15,119,122,395,686
ENSMUSG00000067274,Rplp0,11837,"ribosomal protein, large, P0",26987.808753543726,-2.7996682398778927,0.3332969206047508,-8.399922311907451,4.4677411865565104e-17,4.377492814588069e-15,7663,11812,16849,64756
ENSMUSG00000021068,Nin,18080,ninein,738.0164345230559,-2.2491295678359253,0.2683892611649211,-8.38010268396644,5.288154799253334e-17,5.130033734958828e-15,342,386,571,1343
ENSMUSG00000027203,Dut,110074,deoxyuridine triphosphatase,291.1308303337466,3.6977219749825916,0.44209859200314083,8.364021152449908,6.061604573256649e-17,5.822706040075358e-15,841,673,19,47
ENSMUSG00000021959,Lats2,50523,large tumor suppressor 2,382.6029883144979,-2.9689848301067068,0.35550897613921195,-8.351363901833233,6.747916901585456e-17,6.4190378448285725e-15,125,120,279,841
ENSMUSG00000004665,Cnn2,12798,calponin 2,3178.367300644119,-2.2065880100355613,0.26443101583396156,-8.3446641199650209,7.14165647114421e-17,6.728264433102978e-15,1666,1521,2289,6136
ENSMUSG00000031004,Mki67,17345,antigen identified by monoclonal antibody Ki 67,2606.363439658823,4.917834434374466,0.5928770950504529,8.294863261593814,1.0871017984490916e-16,1.0144212782099238e-14,7968,6135,124,77
ENSMUSG00000032218,Ccnb2,12442,cyclin B2,378.65490421168704,4.99145129884673,0.6028872887527633,8.279244548633473,1.239591404648913e-16,1.1458034512028349e-14,1063,1001,18,12
ENSMUSG00000034586,Hid1,217310,HID1 domain containing,797.813841405463,-3.638488361427837,0.4396700595139407,-8.275497234108276,1.279206674963881e-16,1.1713707477846827e-14,99,247,738,1514
ENSMUSG00000034906,Ncaph,215387,"non-SMC condensin I complex, subunit H",343.17394722968675,3.125049919732419,0.3782871289244206,8.261052731605849,1.4439327574340136e-16,1.297949830948483e-14,893,844,30,84
ENSMUSG00000039087,Rreb1,68750,ras responsive element binding protein 1,1923.487993554508,-1.9094767608121659,0.23113906519401686,-8.261159831244283,1.4426375951626153e-16,1.297949830948483e-14,1066,1232,1364,3488
ENSMUSG00000010751,Tnfrsf22,79202,"tumor necrosis factor receptor superfamily, member 22",388.16923801310816,-2.6149067454032218,0.3165814397832908,-8.259823277047452,1.458882991865145e-16,1.2994668685722448e-14,141,169,303,758
ENSMUSG00000030867,Plk1,18817,polo like kinase 1,332.501838383092,3.968570133099097,0.4827614082547414,8.220562093904945,2.025515811058616e-16,1.7879282807884972e-14,874,888,26,30
ENSMUSG00000028958,Tmub1,64295,transmembrane and ubiquitin-like domain containing 1,482.1995582606824,-4.344885413127687,0.5299792843447976,-8.198217442591513,2.4397774452948163e-16,2.1343695900891616e-14,65,63,241,1473
ENSMUSG00000017801,Mlx,21428,MAX-like protein X,443.9906428656608,3.2005270947553894,0.3910327675848591,8.184805366882289,2.7274409597611654e-16,2.3441637301526226e-14,846,1466,38,102
ENSMUSG00000026011,Ctla4,12477,cytotoxic T-lymphocyte-associated protein 4,1161.3731441544019,2.632741058445407,0.3216587592901082,8.184888433493285,2.725560345771924e-16,2.3441637301526226e-14,2749,2908,178,294
ENSMUSG00000003072,Atp5d,66043,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",699.5127890789834,-5.4921376470040855,0.6748653975462061,-8.138123049386385,4.0145273002496177e-16,3.4203772598126744e-14,50,35,242,2478
ENSMUSG00000023452,Pisd,320951,phosphatidylserine decarboxylase,413.4394498477296,-2.669232646630908,0.3290417908529017,-8.112138703451775,4.97364800386583e-16,4.2010175122308115e-14,158,160,306,856
ENSMUSG00000005947,Itgae,16407,"integrin alpha E, epithelial-associated",452.7072579639994,5.064851218305928,0.624730585447892,8.107256689977413,5.177540692566007e-16,4.3358584363898917e-14,1052,1458,21,12
ENSMUSG00000030432,Rpl28,19943,ribosomal protein L28,11365.208068441078,-3.6784940655264586,0.4548172295576503,-8.087851177283053,6.072654069805076e-16,5.042361404741537e-14,1374,3440,7139,29872
ENSMUSG00000008999,Bmp7,12162,bone morphogenetic protein 7,335.0344610995124,3.1900369944301783,0.39548003806152615,8.06624023317681,7.249609282828265e-16,5.969048046483306e-14,880,824,26,83
ENSMUSG00000039232,Stx11,74732,syntaxin 11,507.68601184133394,3.707023609807369,0.46050452780410706,8.049917831392726,8.284964026298575e-16,6.764673127472786e-14,1285,1381,47,52
ENSMUSG00000015243,Abca1,11303,"ATP-binding cassette, sub-family A (ABC1), member 1",560.6492946152239,-3.2861231353707767,0.40975874757690123,-8.019653405334697,1.0604395695124544e-15,8.58693132403556e-14,154,139,588,848
ENSMUSG00000026285,Pdcd1,18566,programmed cell death 1,1070.2244846975477,3.914467449213885,0.4893698123274377,7.998996567844507,1.2543721408714814e-15,1.007404773463834e-13,2719,2964,91,82
ENSMUSG00000026605,Cenpf,108000,centromere protein F,287.3398418242873,4.981249060243116,0.6233434043107887,7.9911795421188865,1.3365374248091096e-15,1.0646661535186711e-13,917,630,13,11
ENSMUSG00000062683,Atp5g2,67942,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",1036.4540397863157,-3.5257899315034584,0.441941011785732,-7.977965016772151,1.4876554229403349e-15,1.1754877285459193e-13,205,267,1201,1351
ENSMUSG00000026358,Rgs1,50778,regulator of G-protein signaling 1,837.5897312263924,3.8562068534764014,0.48364037017795947,7.973293983001208,1.545000638396406e-15,1.211033300400639e-13,1744,2756,72,72
ENSMUSG00000056888,Glipr1,73690,GLI pathogenesis-related 1 (glioma),762.6820258064821,-4.0756820694702105,0.5124224736774798,-7.953753550698981,1.809439013985364e-15,1.407054242780047e-13,61,190,558,1869
ENSMUSG00000055407,Map6,17760,microtubule-associated protein 6,182.43162269286375,3.7294554205557326,0.4693249281271269,7.946425167396027,1.919707564298186e-15,1.481046827952254e-13,445,520,11,30
ENSMUSG00000025555,Farp1,223254,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)",218.301707679639,3.4260585592836197,0.4315508056617482,7.9389460391112845,2.0390645274308146e-15,1.5608401749818064e-13,556,573,18,40
ENSMUSG00000060036,Rpl3,27367,ribosomal protein L3,3719.756209319828,-2.0876145586770822,0.26373357359720107,-7.915619275176111,2.460254055967243e-15,1.8686487783230268e-13,1802,2233,3135,5866
ENSMUSG00000033209,Ttc28,209683,tetratricopeptide repeat domain 28,1424.7794948826986,-2.306696937724921,0.29395749875926724,-7.847042335919319,4.259634887305247e-15,3.210454048139755e-13,566,807,955,2987
ENSMUSG00000064368,ND6,17722,NADH dehydrogenase subunit 6,2593.484480013135,-4.148442864893164,0.5312324792143469,-7.809091174222632,5.760182158580801e-15,4.30826448776906e-13,366,420,3447,2612
ENSMUSG00000036309,Skp1,21402,S-phase kinase-associated protein 1,620.4588644715715,-4.700060483600222,0.6045462306436209,-7.774526157571728,7.573034158257792e-15,5.621256718379535e-13,66,64,246,2079
ENSMUSG00000049932,H2ax,15270,H2A.X variant histone,1379.4310396893527,1.9805429497194815,0.25483719657045545,7.771796960464192,7.738041610659366e-15,5.700551255732366e-13,2733,3551,245,652
ENSMUSG00000048327,Ckap2l,70466,cytoskeleton associated protein 2-like,198.40141841849857,4.084795309116323,0.52735070758949,7.7458800193667035,9.492211016149523e-15,6.940648025092017e-13,529,526,14,18
ENSMUSG00000052837,Junb,16477,jun B proto-oncogene,12051.967938271977,2.591920229086704,0.33495828208857653,7.738038937043793,1.0096193150158607e-14,7.327592628537336e-13,23424,35958,1936,2977
ENSMUSG00000030189,Ybx3,56449,Y box protein 3,1237.5504947079983,3.3393069299347813,0.43345038162631155,7.704011973425096,1.3185948616594125e-14,9.430359455867827e-13,2951,3444,143,156
ENSMUSG00000026576,Atp1b1,11931,"ATPase, Na+/K+ transporting, beta 1 polypeptide",509.8416014508763,-3.1573541641523613,0.41077069486057705,-7.686415325280262,1.5131475076939413e-14,1.0743347304626984e-12,152,138,316,1285
ENSMUSG00000089929,Bcl2a1b,12045,B cell leukemia/lymphoma 2 related protein A1b,525.8162763321274,2.7901071748657595,0.36314602261183243,7.683154987623563,1.5521761181205867e-14,1.0941166622550726e-12,1187,1422,75,119
ENSMUSG00000033083,Tbc1d4,210789,"TBC1 domain family, member 4",2356.0285496853785,2.2140020478676234,0.2883077549497114,7.679301058876494,1.599589141848364e-14,1.119483886559305e-12,5497,5444,441,803
ENSMUSG00000025212,Sfxn3,94280,sideroflexin 3,211.44821665148282,-3.5302257579009457,0.46220784396040066,-7.637745235243986,2.2105871908466928e-14,1.5361229287883612e-12,34,63,197,393
ENSMUSG00000024754,Cemip2,83921,cell migration inducing hyaluronidase 2,312.9113758762876,3.1044352113904554,0.4075585616894485,7.617151259248906,2.5933537730717423e-14,1.7894141034195021e-12,835,739,34,65
